,Depreciation%
1191,-0.23218431862832645
1192,-0.44834482758620686
1193,-0.3709677419354839
1194,-0.26
1195,-0.1613423685059696
1196,-0.4330633635064316
1197,-0.4
1198,-0.34768427919112854
1199,-0.6570448699628465
1200,-0.22083963251540872
1201,-0.4
1202,-0.21739130434782605
1203,-0.19811320754716977
1204,-0.2547169811320755
1205,-0.9017857142857143
1206,-0.10607667828458855
1207,-0.1964636542239686
1208,-0.45833333333333337
1209,-0.23324813868207583
1210,-0.5181818181818182
1211,-0.1561181434599156
1212,-0.35779816513761464
1213,-0.26054806437581557
1214,-0.18867924528301883
1215,-0.4117647058823529
1216,-0.10607667828458855
1217,-0.5652173913043479
1218,-0.13318886481080183
1219,-0.2672
1220,-0.23114754098360657
1221,-0.22606924643584525
1222,-0.1998666444407401
1223,-0.3997599039615847
1224,-0.38659793814432986
1225,-0.2068965517241379
1226,-0.4846391752577319
1227,-0.22047244094488194
1228,-0.1707317073170732
1229,-0.3571428571428571
1230,-0.49533244427510004
1231,-0.4288571428571428
1232,-0.318026824278245
1233,-0.29989998571224463
1234,-0.09523809523809523
1235,-0.18181818181818177
1236,-0.21240155019377427
1237,-0.3093593712788759
1238,-0.3538461538461538
1239,-0.18965517241379315
1240,-0.2365454545454545
1241,-0.09090909090909094
1242,-0.10002000400080013
1243,-0.3285714285714286
1244,-0.3285714285714286
1245,-0.35185185185185186
1246,-0.125
1247,-0.32258064516129037
1248,-0.21056325671170384
1249,-0.1636363636363637
1250,-0.3191489361702128
1251,-0.19999999999999996
1252,-0.1997332444148049
1253,-0.21052631578947367
1254,-0.05520563171545012
1255,-0.14583333333333337
1256,-0.08703979570121301
1257,-0.1000166694449075
1258,-0.2727272727272727
1259,-0.26
1260,-0.19712121212121214
1261,-0.2144285714285714
1262,-0.1510638297872341
1263,-0.3287671232876712
1264,-0.41656942823803966
1265,-0.3857142857142857
1266,-0.31182795698924726
1267,-0.09999999999999998
1268,-0.2601615591742531
1269,-0.25
1270,-0.25
1271,-0.34768427919112854
1272,-0.20895522388059706
1273,-0.01166944510597756
1274,-0.24985574148874778
1275,-0.12727272727272732
1276,-0.35024999999999995
1277,-0.31149425287356325
1278,-0.24504561182761875
1279,-0.133261105092091
1280,-0.45614035087719296
1281,-0.30612244897959184
1282,-0.30000000000000004
1283,-0.2954545454545454
1284,-0.29374999999999996
1285,-0.21932178580141493
1286,-0.2168674698795181
1287,-0.24731182795698925
1288,-0.2727272727272727
1289,-0.4855673049442698
1290,-0.1998399679935987
1291,-0.000535523027490159
1292,-0.14364295536942118
1293,-0.2506811989100818
1294,-0.36734693877551017
1295,-0.19999999999999996
1296,-0.3913043478260869
1297,-0.53
1298,-0.2692307692307693
1299,-0.19999999999999996
1300,-0.13455594477642696
1301,-0.33338889814969164
1302,-0.15094339622641506
1303,-0.538283955367449
1304,-0.538283955367449
1305,-0.15094339622641506
1306,-0.18518518518518523
1307,-0.24362097704833952
1308,-0.3298969072164949
1309,-0.5192307692307692
1310,-0.2068965517241379
1311,-0.5
1312,-0.33333333333333337
1313,-0.12121212121212122
1314,-0.25912205964067425
1315,-0.2571428571428571
1316,-0.45272692960936023
1317,-0.3929273084479371
1318,-0.16655981536094366
1319,-0.35473463461848687
1320,-0.3086614173228347
1321,-0.29159287425773517
1322,-0.04974993419320872
1323,-0.04980204209210248
1324,-0.3044347826086956
1325,-0.19298245614035092
1326,-0.04905540561993971
1327,-0.2753623188405797
1328,-0.3484848484848485
1329,-0.16393186435380525
1330,-0.23337493314316282
1331,-0.1587553579933323
1332,-0.41656942823803966
1333,-0.2727272727272727
1334,-0.2615384615384615
1335,-0.15390534821085033
1336,-0.1917808219178082
1337,-0.1427040542954099
1338,-0.11113169105389886
1339,-0.4998076183147364
1340,-0.2121533565691771
1341,-0.2576147901197151
1342,-0.38284741434347735
1343,-0.23875432525951557
1344,-0.23875432525951557
1345,-0.07279542316038667
1346,-0.18755861206627067
1347,-0.1923076923076923
1348,-0.46799999999999997
1349,-0.1997713632466419
1350,-0.18181818181818177
1351,-0.2142857142857143
1352,-0.27142857142857146
1353,-0.368421052631579
1354,-0.4570652950421489
1355,-0.2858571428571428
1356,-0.21878418502891073
1357,-0.21878418502891073
1358,-0.16326530612244894
1359,-0.339622641509434
1360,-0.15416394868449668
1361,-0.08181636327265451
1362,-0.060600117670131404
1363,-0.07718437441026604
1364,-0.05064295919987305
1365,-0.1427040542954099
1366,-0.24
1367,-0.09597999615310637
1368,-0.20408163265306123
1369,-0.31304347826086953
1370,-0.4
1371,-0.13876927351020973
1372,-0.5548489666136724
1373,-0.41833333333333333
1374,-0.35
1375,-0.2075471698113207
1376,-0.3448275862068966
1377,-0.2000526454330087
1378,-0.3998799759951991
1379,-0.010045130295530669
1380,-0.32915558931510314
1381,-0.31304347826086953
1382,-0.23200571530630465
1383,-0.21907110563090837
1384,-0.3285714285714286
1385,-0.2682926829268293
1386,-0.21803964357155847
1387,-0.1578947368421053
1388,-0.22499999999999998
1389,-0.09999999999999998
1390,-0.31666666666666665
1391,-0.10386965376782076
1392,-0.265360277607675
1393,-0.27407646394579765
1394,-0.30000000000000004
1395,-0.08868637474994445
1396,-0.2692307692307693
1397,-0.24428571428571433
1398,-0.3209038152858378
1399,-0.35
1400,-0.25161290322580643
1401,-0.17647058823529416
1402,-0.38854919399666477
1403,-0.3120700437773608
1404,-0.3040452370595911
1405,-0.26086956521739135
1406,-0.38437860715659866
1407,-0.23081361800346223
1408,-0.3793103448275862
1409,-0.3793103448275862
1410,-0.11323328785811737
1411,-0.25742857142857145
1412,-0.33305543976656937
1413,-0.33333333333333337
1414,-0.3001166861143524
1415,-0.5
1416,-0.26155312053358737
1417,-0.15180513266637674
1418,-0.3600720144028806
1419,-0.1997332444148049
1420,-0.2611957263014322
1421,-0.35
1422,-0.19999999999999996
1423,-0.15006821282401095
1424,-0.09954977488744376
1425,-0.20491803278688525
1426,-0.23809523809523814
1427,-0.28186714542190305
1428,-0.18181818181818177
1429,-0.12456228114057033
1430,-0.33333333333333337
1431,-0.3992932862190812
1432,-0.3877551020408163
1433,-0.0714285714285714
1434,-0.10004547521600726
1435,-0.5
1436,-0.6624156039009752
1437,-0.38677179150240915
1438,-0.26448955575169164
1439,-0.3125
1440,-0.23076923076923073
1441,-0.09999999999999998
1442,-0.12195121951219512
1443,-0.1495747873936969
1444,-0.02564102564102566
1445,-0.5
1446,-0.4375
1447,-0.23913043478260865
1448,-0.10526315789473684
1449,-0.33366666666666667
1450,-0.3186363636363636
1451,-0.27525
1452,-0.21794871794871795
1453,-0.2222222222222222
1454,-0.17948717948717952
1455,-0.11061700944969433
1456,-0.22857142857142854
1457,-0.06060606060606055
1458,-0.35
1459,-0.1330443481160387
1460,-0.3475424097433667
1461,-0.29166666666666663
1462,-0.4067570571238053
1463,-0.4363636363636364
1464,-0.1428571428571429
1465,-0.18616480162767035
1466,-0.4363636363636364
1467,-0.4363636363636364
1468,-0.15576192486281126
1469,-0.16666666666666663
1470,-0.473407056345445
1471,-0.15555555555555556
1472,-0.21276595744680848
1473,-0.28846153846153844
1474,-0.18518518518518523
1475,-0.1030343447815939
1476,-0.09523809523809523
1477,-0.33333333333333337
1478,-0.13637237930371227
1479,-0.32382352941176473
1480,-0.30000000000000004
1481,-0.2075471698113207
1482,-0.22499999999999998
1483,-0.27389705882352944
1484,-0.16279069767441856
1485,-0.3667889296432144
1486,-0.47283049472830496
1487,-0.25006251562890724
1488,-0.17052939741400341
1489,-0.25
1490,-0.24528301886792447
1491,-0.15113207547169816
1492,-0.40740740740740744
1493,-0.3076923076923077
1494,-0.1987654320987654
1495,-0.5292733156810827
1496,-0.09545454545454546
1497,-0.11276012260041945
1498,-0.35691318327974275
1499,-0.3332323079254432
1500,-0.18181818181818177
1501,-0.23076923076923073
1502,-0.25
1503,-0.44493882091212456
1504,-0.3993993993993994
1505,-0.1923076923076923
1506,-0.18937564677474994
1507,-0.4611239414934565
1508,-0.49937421777221525
1509,-0.15005001667222406
1510,-0.33311103701233746
1511,-0.3910395824271422
1512,-0.5454545454545454
1513,-0.25006251562890724
1514,-0.20541494997057097
1515,-0.3334568358651352
1516,-0.13557779799818015
1517,-0.2000800320128051
1518,-0.3001010441226002
1519,-0.12930715079659127
1520,-0.03572066440435795
1521,-0.24351351351351347
1522,-0.30000000000000004
1523,-0.1250390747108472
1524,-0.08655937364071331
1525,-0.12732154844484223
1526,-0.2264150943396226
1527,-0.3612114476243401
1528,-0.31045187995860646
1529,-0.25
1530,-0.30313236780060626
1531,-0.37734433608402096
1532,-0.2142857142857143
1533,-0.23076923076923073
1534,-0.3215434083601286
1535,-0.3215434083601286
1536,-0.10002703433360371
1537,-0.3215434083601286
1538,-0.3215434083601286
1539,-0.20005406866720732
1540,-0.20588235294117652
1541,-0.20081033172955176
1542,-0.14977625690971308
1543,-0.4
1544,-0.2061764705882353
1545,-0.22612903225806447
1546,-0.19387096774193546
1547,-0.33333333333333337
1548,-0.5002857142857142
1549,-0.15000000000000002
1550,-0.3846153846153846
1551,-0.17355371900826444
1552,-0.28888888888888886
1553,-0.5115555555555555
1554,-0.42867349368897356
1555,-0.2689495959984609
1556,-0.27125
1557,-0.3939393939393939
1558,-0.36
1559,-0.2751375687843922
1560,-0.28585040495474034
1561,-0.3585562078712764
1562,-0.20588235294117652
1563,-0.17398869073510226
1564,-0.12426219322771048
1565,-0.10271095838106148
1566,-0.07754396079561832
1567,-0.4375
1568,-0.2140050017863523
1569,-0.2524455664247397
1570,-0.14783253056687662
1571,-0.24623115577889443
1572,-0.1287512100677638
1573,-0.13636363636363635
1574,-0.22505626406601653
1575,-0.23589743589743595
1576,-0.39959973315543695
1577,-0.2325581395348837
1578,-0.41278816876903
1579,-0.19999999999999996
1580,-0.19967987194877956
1581,-0.48
1582,-0.4
1583,-0.23076923076923073
1584,-0.1499216827030656
1585,-0.3044802087864289
1586,-0.22480620155038755
1587,-0.1932881574701517
1588,-0.25
1589,-0.48275862068965514
1590,-0.3484848484848485
1591,-0.5769230769230769
1592,-0.45810754481033766
1593,-0.4207477619799894
1594,-0.19463087248322153
1595,-0.21621621621621623
1596,-0.22857142857142854
1597,-0.14634146341463417
1598,-0.08003201280512207
1599,-0.08003201280512207
1600,-0.20010005002501252
1601,-0.3001667593107282
1602,-0.3998063891577929
1603,-0.299730665640631
1604,-0.25
1605,-0.2989985693848355
1606,-0.36040000000000005
1607,-0.6060606060606061
1608,-0.56
1609,-0.2942907592701589
1610,-0.2222222222222222
1611,-0.08110300081103006
1612,-0.40554444126893396
1613,-0.6896896896896897
1614,-0.1486068111455109
1615,-0.25806451612903225
1616,-0.2142857142857143
1617,-0.16129032258064513
1618,-0.19999999999999996
1619,-0.3552690084481992
1620,-0.2996498249124562
1621,-0.1755005889281508
1622,-0.5714285714285714
1623,-0.1755005889281508
1624,-0.11111111111111116
1625,-0.5714285714285714
1626,-0.5625
1627,-0.44999999999999996
1628,-0.5696202531645569
1629,-0.4769230769230769
1630,-0.49065861483298734
1631,-0.44454323182929545
1632,-0.416875
1633,-0.6191065815791981
1634,-0.43877192982456137
1635,-0.819047619047619
1636,-0.5
1637,-0.48453608247422686
1638,-0.42500000000000004
1639,-0.08333333333333337
1640,-0.3764705882352941
1641,-0.693799046007078
1642,-0.2576147901197151
1643,-0.48
1644,-0.43727272727272726
1645,-0.5
1646,-0.35185185185185186
1647,-0.26142857142857145
1648,-0.45402298850574707
1649,-0.671875
1650,-0.6533333333333333
1651,-0.4907053730583142
1652,-0.3076923076923077
1653,-0.3833333333333333
1654,-0.10010010010010006
1655,-0.2022859864269556
1656,-0.5967741935483871
1657,-0.3650793650793651
1658,-0.5593694380879736
1659,-0.23913043478260865
1660,-0.08003201280512207
1661,-0.09092089881802834
1662,-0.5982142857142857
1663,-0.5
1664,-0.4923834436067087
1665,-0.19999999999999996
1666,-0.5428571428571429
1667,-0.33003204194582003
1668,-0.5566666666666666
1669,-0.38888888888888884
1670,-0.5352941176470588
1671,-0.2666666666666667
1672,-0.7246376811594203
1673,-0.12208181623473979
1674,-0.4289340101522843
1675,-0.276595744680851
1676,-0.4
1677,-0.65
1678,-0.6307692307692307
1679,-0.2941176470588235
1680,-0.47058823529411764
1681,-0.5832638773128855
1682,-0.390625
1683,-0.23076923076923073
1684,-0.5
1685,-0.5881868455112367
1686,-0.2596153846153846
1687,-0.3125
1688,-0.3727272727272727
1689,-0.4571428571428572
1690,-0.17552614449989157
1691,-0.7619047619047619
1692,-0.4375
1693,-0.3076923076923077
1694,-0.28
1695,-0.3571428571428571
1696,-0.25012500000000004
1697,-0.3540320900187539
1698,-0.6266666666666667
1699,-0.6000631645436362
1700,-0.1000166694449075
1701,-0.7040816326530612
1702,-0.49275362318840576
1703,-0.37777777777777777
1704,-0.5066666666666666
1705,-0.08334722453742294
1706,-0.10033955857385402
1707,-0.10033955857385402
1708,-0.10033955857385402
1709,-0.38888888888888884
1710,-0.6285714285714286
1711,-0.14583333333333337
1712,-0.38888888888888884
1713,-0.44250871080139376
1714,-0.484375
1715,-0.54
1716,-0.27419354838709675
1717,-0.28205128205128205
1718,-0.2090909090909091
1719,-0.35
1720,-0.47089947089947093
1721,-0.45045871559633033
1722,-0.6857142857142857
1723,-0.609375
1724,-0.75
1725,-0.19999999999999996
1726,-0.34615384615384615
1727,-0.4375
1728,-0.3846153846153846
1729,-0.5882352941176471
1730,-0.29333333333333333
1731,-0.25
1732,-0.298122477627654
1733,-0.38141592920353984
1734,-0.6176470588235294
1735,-0.6025
1736,-0.6842105263157895
1737,-0.4444444444444444
1738,-0.33366666666666667
1739,-0.35
1740,-0.2783333333333333
1741,-0.36363636363636365
1742,-0.3002
1743,-0.26086956521739135
1744,-0.2907801418439716
1745,-0.5555555555555556
1746,-0.6103896103896104
1747,-0.136
1748,-0.24137931034482762
1749,-0.8166666666666667
1750,-0.6818181818181819
1751,-0.4571428571428572
1752,-0.4125
1753,-0.10002222716159148
1754,-0.5714285714285714
1755,-0.24
1756,-0.6
1757,-0.6
1758,-0.6875
1759,-0.5165055018339446
1760,-0.1372089127156978
1761,-0.375
1762,-0.6008
1763,-0.4722222222222222
1764,-0.43999999999999995
1765,-0.1796875
1766,-0.675
1767,-0.6428571428571428
1768,-0.5
1769,-0.5333333333333333
1770,-0.3389830508474576
1771,-0.43333333333333335
1772,-0.4
1773,-0.4633204633204633
1774,-0.30000000000000004
1775,-0.4722222222222222
1776,-0.525
1777,-0.3597438975590236
1778,-0.5
1779,-0.7
1780,-0.41538461538461535
1781,-0.6212121212121212
1782,-0.1428571428571429
1783,-0.6888888888888889
1784,-0.4444444444444444
1785,-0.6190476190476191
1786,-0.5862068965517242
1787,-0.4545454545454546
1788,-0.7931034482758621
1789,-0.1160858527579045
1790,-0.8208955223880597
1791,-0.6785714285714286
1792,-0.1578947368421053
1793,-0.38888888888888884
1794,-0.6909090909090909
1795,-0.7727272727272727
1796,-0.3231312536786345
1797,-0.3231312536786345
1798,-0.7200720072007201
1799,-0.5263157894736843
1800,-0.39344262295081966
1801,-0.5714285714285714
1802,-0.26315789473684215
1803,-0.4
1804,-0.42307692307692313
1805,-0.339622641509434
1806,-0.5714285714285714
1807,-0.24279210925644912
1808,-0.4682274247491639
1809,-0.6932924389918655
1810,-0.10502763885232957
1811,-0.5
1812,-0.5918367346938775
1813,-0.14893617021276595
1814,-0.2540322580645161
1815,-0.35
1816,-0.23913043478260865
1817,-0.20999999999999996
1818,-0.39814814814814814
1819,-0.75
1820,-0.3733333333333333
1821,-0.7728150926241618
1822,-0.07285714285714284
1823,-0.1887148518588413
1824,-0.775
1825,-0.20008000000000004
1826,-0.18518518518518523
1827,-0.46946946946946944
1828,-0.84
1829,-0.1578947368421053
1830,-0.43999999999999995
1831,-0.34883720930232553
1832,-0.3125
1833,-0.12822156686754715
1834,-0.5428571428571429
1835,-0.1978260869565217
1836,-0.4711425206124853
1837,-0.40909090909090906
1838,-0.44458333333333333
1839,-0.3529411764705882
1840,-0.7198879551820728
1841,-0.5001249999999999
1842,-0.24977043158861345
1843,-0.5864661654135339
1844,-0.16672224074691566
1845,-0.10526315789473684
1846,-0.43999999999999995
1847,-0.5714285714285714
1848,-0.043550739737445276
1849,-0.26181688296225736
1850,-0.37254901960784315
1851,-0.002083767451552365
1852,-0.56
1853,-0.8
1854,-0.5833333333333333
1855,-0.23809523809523814
1856,-0.3743429286608261
1857,-0.10502763885232957
1858,-0.09324009324009319
1859,-0.056710775047258966
1860,-0.30000000000000004
1861,-0.6791847518399698
1862,-0.6097085010367118
1863,-0.25002381179159916
1864,-0.25001879840589514
1865,-0.3332222037006167
1866,-0.25002083506958916
1867,-0.04880952380952386
1868,-0.6307124172949685
1869,-0.2500297654482676
1870,-0.5897435897435898
1871,-0.16282728396449042
1872,-0.352865042946229
1873,-0.25
1874,-0.5777777777777777
1875,-0.625
1876,-0.296875
1877,-0.48571428571428577
1878,-0.6531219028741329
1879,-0.4375
1880,-0.6799999999999999
1881,-0.1984704757702772
1882,-0.5535714285714286
1883,-0.33594687575006
1884,-0.5602
1885,-0.15160457395794913
1886,-0.1333333333333333
1887,-0.8375
1888,-0.6857142857142857
1889,-0.5
1890,-0.7555012224938875
1891,-0.3370786516853933
1892,-0.6364545454545454
1893,-0.7294117647058824
1894,-0.6906976744186046
1895,-0.15714285714285714
1896,-0.4510204081632653
1897,-0.375
1898,-0.09969989996665551
1899,-0.44705882352941173
1900,-0.09093664746892993
1901,-0.1428571428571429
1902,-0.538283955367449
1903,-0.09722222222222221
1904,-0.09999999999999998
1905,-0.4727272727272728
1906,-0.3416666666666667
1907,-0.21633315305570577
1908,-0.26086956521739135
1909,-0.4732195409064155
1910,-0.18333333333333335
1911,-0.6333333333333333
1912,-0.6251249999999999
1913,-0.4666666666666667
1914,-0.6
1915,-0.2545454545454545
1916,-0.4666666666666667
1917,-0.5010204081632653
1918,-0.5
1919,-0.35009999999999997
1920,-0.7454545454545455
1921,-0.29824561403508776
1922,-0.34782608695652173
1923,-0.39494781424897896
1924,-0.21739130434782605
1925,-0.671875
1926,-0.16366612111292966
1927,-0.42307692307692313
1928,-0.38749999999999996
1929,-0.5142857142857142
1930,-0.2028985507246377
1931,-0.6596446430471327
1932,-0.64
1933,-0.22499999999999998
1934,-0.4
1935,-0.18003000500083344
1936,-0.6666666666666667
1937,-0.10001250156269537
1938,-0.15302218821729152
1939,-0.2934782608695652
1940,-0.45238095238095233
1941,-0.28
1942,-0.390625
1943,-0.6875
1944,-0.6
1945,-0.2195121951219512
1946,-0.17957927142124164
1947,-0.2421946044255835
1948,-0.2421946044255835
1949,-0.645
1950,-0.34098658786087743
1951,-0.1923076923076923
1952,-0.5833333333333333
1953,-0.61
1954,-0.2705882352941177
1955,-0.11766090128250384
1956,-0.8200000000000001
1957,-0.30000000000000004
1958,-0.06901311249137332
1959,-0.5385996409335727
1960,-0.40008001600320064
1961,-0.2053097345132744
1962,-0.26387315968289926
1963,-0.7
1964,-0.2727272727272727
1965,-0.5652173913043479
1966,-0.10859876073486252
1967,-0.575
1968,-0.08157017484182594
1969,-0.5000833472245374
1970,-0.6101
1971,-0.19117647058823528
1972,-0.6599999999999999
1973,-0.32525000000000004
1974,-0.5272727272727273
1975,-0.24137931034482762
1976,-0.2833333333333333
1977,-0.10002353494939986
1978,-0.23076923076923073
1979,-0.4642857142857143
1980,-0.15005174197999305
1981,-0.2857142857142857
1982,-0.2325581395348837
1983,-0.19370967741935485
1984,-0.20833333333333337
1985,-0.10000952471663971
1986,-0.4736842105263158
1987,-0.09091735612328389
1988,-0.5172413793103448
1989,-0.5172413793103448
1990,-0.19999999999999996
1991,-0.3001000333444481
1992,-0.22413793103448276
1993,-0.32999999999999996
1994,-0.6551724137931034
1995,-0.18095744680851067
1996,-0.36923076923076925
1997,-0.4285714285714286
1998,-0.6941045606229144
1999,-0.73
2000,-0.16000000000000003
2001,-0.7058823529411764
2002,-0.41235308827206807
2003,-0.5067999999999999
2004,-0.5617977528089888
2005,-0.6511627906976745
2006,-0.5563139931740615
2007,-0.4979919678714859
2008,-0.4285714285714286
2009,-0.10449320794148376
2010,-0.35117599351176
2011,-0.4505
2012,-0.47290909090909095
2013,-0.4708823529411764
2014,-0.3074259330511735
2015,-0.47134230321008586
2016,-0.06145181476846062
2017,-0.21524436566219296
2018,-0.3743429286608261
2019,-0.21524436566219296
2020,-0.6153846153846154
2021,-0.3076923076923077
2022,-0.3076923076923077
2023,-0.4444444444444444
2024,-0.1923076923076923
2025,-0.7264437689969605
2026,-0.16000000000000003
2027,-0.09943714821763605
2028,-0.45810754481033766
2029,-0.12481767034798918
2030,-0.4
2031,-0.2272727272727273
2032,-0.10001250156269537
2033,-0.6666666666666667
2034,-0.2615384615384615
2035,-0.4545454545454546
2036,-0.3434343434343434
2037,-0.39655172413793105
2038,-0.3538461538461538
2039,-0.2753623188405797
2040,-0.3363636363636363
2041,-0.4423076923076923
2042,-0.375
2043,-0.03902726024710723
2044,-0.25
2045,-0.1282380097460888
2046,-0.4998999799959992
2047,-0.48
2048,-0.20005001250312582
2049,-0.6666666666666667
2050,-0.019609765663300305
2051,-0.07932203389830506
2052,-0.14971962616822432
2053,-0.1299694189602446
2054,-0.1522270031399
2055,-0.2857142857142857
2056,-0.4
2057,-0.37460913070669166
2058,-0.16666666666666663
2059,-0.5833333333333333
2060,-0.4666666666666667
2061,-0.41420118343195267
2062,-0.5730337078651686
2063,-0.16666666666666663
2064,-0.1724137931034483
2065,-0.27586206896551724
2066,-0.1869918699186992
2067,-0.46153846153846156
2068,-0.3709677419354839
2069,-0.2962962962962963
2070,-0.46153846153846156
2071,-0.2666666666666667
2072,-0.7166666666666667
2073,-0.26427310182460273
2074,-0.375
2075,-0.25
2076,-0.26086956521739135
2077,-0.4444444444444444
2078,-0.4
2079,-0.5833333333333333
2080,-0.3597438975590236
2081,-0.4736842105263158
2082,-0.25
2083,-0.45999999999999996
2084,-0.4411764705882353
2085,-0.19999999999999996
2086,-0.5656751776783364
2087,-0.4998683864174783
2088,-0.37473947478115877
2089,-0.44999999999999996
2090,-0.375
2091,-0.4933333333333333
2092,-0.2777777777777778
2093,-0.11111111111111116
2094,-0.4375
2095,-0.09677419354838712
2096,-0.09375
2097,-0.31270833333333337
2098,-0.3666666666666667
2099,-0.0714285714285714
2100,-0.23684210526315785
2101,-0.1247811952988247
2102,-0.2857142857142857
2103,-0.3076923076923077
2104,-0.29032258064516125
2105,-0.19047619047619047
2106,-0.1426121749071163
2107,-0.1619356582860233
2108,-0.23809523809523814
2109,-0.7333333333333334
2110,-0.5
2111,-0.4444444444444444
2112,-0.5526315789473684
2113,-0.14814814814814814
2114,-0.3332222037006167
2115,-0.43609022556390975
2116,-0.30434782608695654
2117,-0.3846153846153846
2118,-0.4666666666666667
2119,-0.3666666666666667
2120,-0.5554320644623507
2121,-0.07216494845360821
2122,-0.6999399879975996
2123,-0.6
2124,-0.5857142857142856
2125,-0.31818181818181823
2126,-0.20006453694740234
2127,-0.46390278770550397
2128,-0.30000000000000004
2129,-0.25
2130,-0.33333333333333337
2131,-0.5945945945945945
2132,-0.4444444444444444
2133,-0.625
2134,-0.375
2135,-0.4571428571428572
2136,-0.5
2137,-0.5333333333333333
2138,-0.5206971677559913
2139,-0.4037940379403794
2140,-0.3804755944931164
2141,-0.17977904251757615
2142,-0.3501666666666666
2143,-0.08108108108108103
2144,-0.08108108108108103
2145,-0.2272727272727273
2146,-0.3750468808601075
2147,-0.3750468808601075
2148,-0.40900000000000003
2149,-0.4444444444444444
2150,-0.15840658313072753
2151,-0.1333333333333333
2152,-0.3074259330511735
2153,-0.15057471264367817
2154,-0.1000166694449075
2155,-0.2723965438835835
2156,-0.25006251562890724
2157,-0.16294573643410848
2158,-0.16294573643410848
2159,-0.1962850509019468
2160,-0.37864864864864867
2161,-0.28342780926975664
2162,-0.2998833138856476
2163,-0.3078205128205128
2164,-0.21785714285714286
2165,-0.3089652664120749
2166,-0.28026666666666666
2167,-0.11051693404634577
2168,-0.5289855072463768
2169,-0.27118644067796616
2170,-0.23644023170089523
2171,-0.16003200640128024
2172,-0.12621359223300976
2173,-0.3548387096774194
2174,-0.47777777777777775
2175,-0.24
2176,-0.37254901960784315
2177,-0.21785714285714286
2178,-0.2664221407135712
2179,-0.26448955575169164
2180,-0.2907801418439716
2181,-0.4545454545454546
2182,-0.23333333333333328
2183,-0.12
2184,-0.33326164103667066
2185,-0.15217391304347827
2186,-0.3571428571428571
2187,-0.3571428571428571
2188,-0.3789473684210526
2189,-0.28260869565217395
2190,-0.2500416736122687
2191,-0.21588235294117653
2192,-0.22816949734088177
2193,-0.21052631578947367
2194,-0.17021276595744683
2195,-0.33333333333333337
2196,-0.20999999999999996
2197,-0.10077519379844957
2198,-0.4625
2199,-0.5
2200,-0.2142857142857143
2201,-0.13290476902377035
2202,-0.06123881382698715
2203,-0.31153846153846154
2204,-0.42647058823529416
2205,-0.3427632518931276
2206,-0.4175
2207,-0.3384615384615385
2208,-0.18867924528301883
2209,-0.25249169435215946
2210,-0.3074259330511735
2211,-0.25
2212,-0.1500375093773444
2213,-0.4821428571428571
2214,-0.7564469914040115
2215,-0.24242424242424243
2216,-0.15352058484032316
2217,-0.18181818181818177
2218,-0.2222222222222222
2219,-0.3076923076923077
2220,-0.3076923076923077
2221,-0.5215311004784688
2222,-0.4046201476542034
2223,-0.050000000000000044
2224,-0.5130588756086765
2225,-0.625
2226,-0.3373722074971601
2227,-0.43977591036414565
2228,-0.6050552922590837
2229,-0.31999999999999995
2230,-0.25
2231,-0.45355191256830596
2232,-0.3421052631578947
2233,-0.6107142857142858
2234,-0.4639175257731959
2235,-0.11538461538461542
2236,-0.3581081081081081
2237,-0.14583333333333337
2238,-0.14583333333333337
2239,-0.53125
2240,-0.08001600320064017
2241,-0.6555683122847302
2242,-0.19354838709677424
2243,-0.1998399679935987
2244,-0.31174089068825916
2245,-0.26111111111111107
2246,-0.4722222222222222
2247,-0.35593220338983056
2248,-0.5
2249,-0.3055979997221836
2250,-0.35185185185185186
2251,-0.5344827586206897
2252,-0.21537651395471302
2253,-0.24705882352941178
2254,-0.42285494420931125
2255,-0.22413793103448276
2256,-0.5
2257,-0.6133333333333333
2258,-0.17142857142857137
2259,-0.3076923076923077
2260,-0.7037037037037037
2261,-0.31270833333333337
2262,-0.2910758965804837
2263,-0.24989581886373102
2264,-0.11784313725490192
2265,-0.2648977816441931
2266,-0.02985074626865669
2267,-0.37821032711543656
2268,-0.3945775204001053
2269,-0.3120689655172414
2270,-0.55
2271,-0.6540977298961139
2272,-0.07046476761619191
2273,-0.2857959416976279
2274,-0.2857142857142857
2275,-0.6197530864197531
2276,-0.2507836990595611
2277,-0.39583333333333337
2278,-0.26315789473684215
2279,-0.5578947368421052
2280,-0.5800000000000001
2281,-0.26315789473684215
2282,-0.5475113122171946
2283,-0.33333333333333337
2284,-0.5555555555555556
2285,-0.7589285714285714
2286,-0.2222222222222222
2287,-0.5617977528089888
2288,-0.51995199519952
2289,-0.44254835039817975
2290,-0.6571428571428571
2291,-0.6111111111111112
2292,-0.5707692307692307
2293,-0.32727272727272727
2294,-0.3846153846153846
2295,-0.2666666666666667
2296,-0.35
2297,-0.72
2298,-0.416618051504292
2299,-0.25992599259925997
2300,-0.25992599259925997
2301,-0.5714285714285714
2302,-0.35
2303,-0.27281818181818185
2304,-0.5998856816233209
2305,-0.3493975903614458
2306,-0.44999999999999996
2307,-0.2666666666666667
2308,-0.306930693069307
2309,-0.4
2310,-0.51
2311,-0.5001000200040008
2312,-0.49046250326626606
2313,-0.5411764705882354
2314,-0.2857142857142857
2315,-0.5225102319236017
2316,-0.4736842105263158
2317,-0.16768529836648516
2318,-0.6046511627906976
2319,-0.7272727272727273
