,Depreciation%
492,-0.19148936170212771
493,-0.20007145409074667
494,-0.6046511627906976
495,-0.1398279655931186
496,-0.07692307692307687
497,-0.3570510072867552
498,-0.5555555555555556
499,-0.533022014676451
500,-0.4209510440428146
501,-0.31010693342531903
502,-0.21188238860260689
503,-0.4998332777592531
504,-0.30434782608695654
505,-0.28475637013857846
506,-0.4772727272727273
507,-0.16671297582661848
508,-0.19148936170212771
509,-0.7459914272106684
510,-0.2960355687291589
511,-0.05854663136216531
512,-0.4953271028037384
513,-0.517741935483871
514,-0.47777777777777775
515,-0.34992776975219464
516,-0.3023255813953488
517,-0.2492492492492493
518,-0.18518518518518523
519,-0.4681695507223369
520,-0.4
521,-0.09909909909909909
522,-0.4114184814596822
523,-0.28545909253304746
524,-0.622138252945099
525,-0.16643512086690748
526,-0.4824016563146998
527,-0.37142857142857144
528,-0.4172494172494172
529,-0.2039191671769749
530,-0.30434782608695654
531,-0.1964285714285714
532,-0.47354566991313507
533,-0.18525379770285288
534,-0.1998545190034552
535,-0.1714775650185767
536,-0.19153011278995535
537,-0.19990587127897397
538,-0.14287755393627666
539,-0.0854529865675907
540,-0.1487550542668653
541,-0.4543801151864201
542,-0.29166666666666663
543,-0.5427264932837954
544,-0.038461538461538436
545,-0.4025974025974026
546,-0.2692307692307693
547,-0.4623655913978495
548,-0.33333333333333337
549,-0.49090909090909096
550,-0.20811336482356213
551,-0.17898193760262726
552,-0.3479773814702044
553,-0.41656942823803966
554,-0.15002143163309045
555,-0.15002143163309045
556,-0.14896786550329855
557,-0.4482758620689655
558,-0.14896786550329855
559,-0.15190811411633942
560,-0.23958333333333337
561,-0.5663775850567045
562,-0.3666666666666667
563,-0.46153846153846156
564,-0.25898480918858835
565,-0.31068965517241376
566,-0.2729090909090909
567,-0.33305543976656937
568,-0.4290657439446367
569,-0.16643512086690748
570,-0.49991377823762717
571,-0.48484848484848486
572,-0.31332156170296255
573,-0.28307227778826194
574,-0.3521790341578327
575,-0.3846153846153846
576,-0.3125
577,-0.4199419941994199
578,-0.3188590889740315
579,-0.24444444444444446
580,-0.5799159831966394
581,-0.28102532041262895
582,-0.19298245614035092
583,-0.4623655913978495
584,-0.5789473684210527
585,-0.5
586,-0.3571428571428571
587,-0.5238926813779965
588,-0.21052631578947367
589,-0.3142857142857143
590,-0.27068139195665764
591,-0.4157303370786517
592,-0.3483861191089559
593,-0.6112809113642679
594,-0.2000800320128051
595,-0.2639255452146131
596,-0.07894736842105265
597,-0.136378792930977
598,-0.3194444444444444
599,-0.2809323084552442
600,-0.1636654661864746
601,-0.3464203233256351
602,-0.42112651342340757
603,-0.4545454545454546
604,-0.3831168831168831
605,-0.3125
606,-0.23082841754295969
607,-0.21743857360295715
608,-0.22230455724342346
609,-0.424712356178089
610,-0.424712356178089
611,-0.28205128205128205
612,-0.24285714285714288
613,-0.25416666666666665
614,-0.3076923076923077
615,-0.423158299673014
616,-0.5967091466365543
617,-0.1510638297872341
618,-0.1274545454545455
619,-0.0854529865675907
620,-0.1279815337265966
621,-0.6320060388752595
622,-0.21666666666666667
623,-0.10913140311804004
624,-0.88
625,-0.24874791318864775
626,-0.3123280820205051
627,-0.39672963962533736
628,-0.41666666666666663
629,-0.275
630,-0.6249531191398925
631,-0.5833333333333333
632,-0.18918918918918914
633,-0.45614035087719296
634,-0.5
635,-0.3015873015873016
636,-0.36177910193658225
637,-0.08282379099499726
638,-0.1997332444148049
639,-0.10991099109910996
640,-0.31163954943679595
641,-0.5999599959996
642,-0.054545454545454564
643,-0.2308047391906447
644,-0.3331623493203385
645,-0.19047619047619047
646,-0.36656109351558597
647,-0.25025
648,-0.3429551300371535
649,-0.42285494420931125
650,-0.4998437011566115
651,-0.47619047619047616
652,-0.5713060874535582
653,-0.30000000000000004
654,-0.125
655,-0.2997198879551821
656,-0.19659735349716445
657,-0.3191489361702128
658,-0.21932178580141493
659,-0.39534883720930236
660,-0.2988311688311688
661,-0.5
662,-0.52
663,-0.30434782608695654
664,-0.33318515225605694
665,-0.41470588235294115
666,-0.38
667,-0.19009051929490228
668,-0.5555555555555556
669,-0.3254237288135593
670,-0.22846120874410625
671,-0.10606060606060608
672,-0.16666666666666663
673,-0.5625
674,-0.38888888888888884
675,-0.2938856015779092
676,-0.19999999999999996
677,-0.8546472863048407
678,-0.1515151515151515
679,-0.3525603296056504
680,-0.31818181818181823
681,-0.5553908855131531
682,-0.5
683,-0.47777777777777775
684,-0.4444444444444444
685,-0.21850578305720536
686,-0.09346670834635828
687,-0.24937447873227692
688,-0.4736842105263158
689,-0.3667889296432144
690,-0.22413793103448276
691,-0.18604651162790697
692,-0.14300000000000002
693,-0.2996498249124562
694,-0.15005174197999305
695,-0.15005771450557903
696,-0.3334568358651352
697,-0.3616741247696762
698,-0.6599999999999999
699,-0.5357142857142857
700,-0.4443415447305057
701,-0.5161290322580645
702,-0.25631491216822666
703,-0.2790697674418605
704,-0.09480705097665554
705,-0.16216216216216217
706,-0.3146879051676237
707,-0.2272727272727273
708,-0.4312660760217205
709,-0.35
710,-0.1923076923076923
711,-0.4999333244432591
712,-0.20266666666666666
713,-0.475
714,-0.44423860689144123
715,-0.02777777777777779
716,-0.6406076324564653
717,-0.17212832011038293
718,-0.23611111111111116
719,-0.18212121212121213
720,-0.09756097560975607
721,-0.21666666666666667
722,-0.19799498746867172
723,-0.43999999999999995
724,-0.2664221407135712
725,-0.08333333333333337
726,-0.30112061694180026
727,-0.20005001250312582
728,-0.20006668889629875
729,-0.1837109614206981
730,-0.18518518518518523
731,-0.7697138869504536
732,-0.40476190476190477
733,-0.6382208980634178
734,-0.4
735,-0.3456505003849115
736,-0.30216329378925333
737,-0.24962481240620316
738,-0.2824527071102414
739,-0.2857142857142857
740,-0.1333333333333333
741,-0.2497655517349172
742,-0.10658847878578825
743,-0.12472647702407003
744,-0.38528860179204005
745,-0.3748046264457643
746,-0.5
747,-0.5
748,-0.36624416277518346
749,-0.3846153846153846
750,-0.17479369842460613
751,-0.04982404148916464
752,-0.25
753,-0.5554567681707046
754,-0.141271442986882
755,-0.1578947368421053
756,-0.22033898305084743
757,-0.22480620155038755
758,-0.5264543300868649
759,-0.4736842105263158
760,-0.17800453514739234
761,-0.15288834456011435
762,-0.24968736973739059
763,-0.2707317073170732
764,-0.3098619723944789
765,-0.0056285178236398226
766,-0.1296779808529156
767,-0.4660111883370063
768,-0.4345367551109178
769,-0.2857142857142857
770,-0.1428571428571429
771,-0.2751375687843922
772,-0.5652173913043479
773,-0.35857142857142854
774,-0.28057553956834536
775,-0.5416666666666667
776,-0.18181818181818177
777,-0.16666666666666663
778,-0.33301572177227257
779,-0.44101206237128565
780,-0.16455696202531644
781,-0.034494653328734026
782,-0.5394736842105263
783,-0.3023255813953488
784,-0.09836065573770492
785,-0.3074259330511735
786,-0.2330776925641881
787,-0.2933204259438529
788,-0.6333333333333333
789,-0.38752783964365256
790,-0.3219189693168334
791,-0.12843308461660585
792,-0.32692307692307687
793,-0.33333333333333337
794,-0.22250000000000003
795,-0.26
796,-0.13157894736842102
797,-0.5991983967935872
798,-0.42000000000000004
799,-0.20594292438952633
800,-0.5834143631059869
801,-0.23809523809523814
802,-0.13797861331493622
803,-0.6153106366608962
804,-0.3028190360715368
805,-0.4485765580918184
806,-0.3259404218308328
807,-0.55
808,-0.6
809,-0.3475424097433667
810,-0.6225702962823174
811,-0.4844827586206897
812,-0.15517241379310343
813,-0.27083333333333337
814,-0.25449871465295626
815,-0.20022246941045607
816,-0.2545260915867945
817,-0.015025041736227096
818,-0.5894736842105264
819,-0.24360400444938823
820,-0.21571428571428575
821,-0.2142857142857143
822,-0.47619047619047616
823,-0.20833333333333337
824,-0.4997367035281727
825,-0.4997367035281727
826,-0.33904966059306896
827,-0.46808510638297873
828,-0.3987975951903807
829,-0.5
830,-0.2348440258975868
831,-0.4545454545454546
832,-0.27322404371584696
833,-0.15019762845849804
834,-0.17398869073510226
835,-0.49928469241773965
836,-0.1483870967741936
837,-0.17431192660550454
838,-0.22480620155038755
839,-0.21333333333333337
840,-0.2195121951219512
841,-0.3179751439830252
842,-0.23664122137404575
843,-0.17598587404355504
844,-0.777753083675964
845,-0.21052631578947367
846,-0.11355002110595191
847,-0.125
848,-0.14224446032880633
849,-0.4
850,-0.1493383742911153
851,-0.2554557124518614
852,-0.08925318761384338
853,-0.10810810810810811
854,-0.1349013246823466
855,-0.21875
856,-0.21153846153846156
857,-0.13157894736842102
858,-0.180327868852459
859,-0.5
860,-0.2592592592592593
861,-0.42000000000000004
862,-0.4494494494494494
863,-0.2036405005688282
864,-0.6006006006006006
865,-0.20028612303290416
866,-0.20025031289111395
867,-0.21968787515006005
868,-0.16666666666666663
869,-0.17355371900826444
870,-0.20028612303290416
871,-0.08320493066255774
872,-0.20454545454545459
873,-0.21420256111757863
874,-0.6461538461538461
875,-0.28358208955223885
876,-0.2798559711942389
877,-0.23112480739599384
878,-0.19839679358717432
879,-0.26420079260237783
880,-0.3569591311803373
881,-0.5333333333333333
882,-0.55
883,-0.453125
884,-0.18181818181818177
885,-0.2571428571428571
886,-0.41666666666666663
887,-0.2630286015090366
888,-0.4679290572076277
889,-0.36111111111111116
890,-0.296875
891,-0.13191168144933008
892,-0.5
893,-0.39644766339023974
894,-0.528681457638809
895,-0.18585717608746222
896,-0.2857142857142857
897,-0.125
898,-0.31119079071522926
899,-0.34615384615384615
900,-0.29032258064516125
901,-0.440847557386698
902,-0.35117599351176
903,-0.5
904,-0.4642857142857143
905,-0.02564102564102566
906,-0.6363636363636364
907,-0.4418604651162791
908,-0.12930715079659127
909,-0.022876192665823636
910,-0.34992776975219464
911,-0.37734433608402096
912,-0.1858678955453149
913,-0.06976744186046513
914,-0.2975676290065924
915,-0.13636363636363635
916,-0.07692307692307687
917,-0.4272206564233112
918,-0.2558139534883721
919,-0.5208333333333333
920,-0.1836363636363636
921,-0.559941325510068
922,-0.2666666666666667
923,-0.3877551020408163
924,-0.14287755393627666
925,-0.30006123698714027
926,-0.3419320873914188
927,-0.23333333333333328
928,-0.4842944210032818
929,-0.35691318327974275
930,-0.07407407407407407
931,-0.43168902023187083
932,-0.5178571428571428
933,-0.4282991900905193
934,-0.2597402597402597
935,-0.3375
936,-0.19173019173019168
937,-0.646954986760812
938,-0.22709706751534442
939,-0.43314438146048684
940,-0.2441860465116279
941,-0.6153846153846154
942,-0.3554123138475217
943,-0.2857142857142857
944,-0.484375
945,-0.20004000800160027
946,-0.20003509387611862
947,-0.1718502256372728
948,-0.33870967741935487
949,-0.5466062141618883
950,-0.25
951,-0.09298106361265446
952,-0.29824561403508776
953,-0.19999999999999996
954,-0.4546832373446499
955,-0.18184149781995385
956,-0.6923076923076923
957,-0.2558139534883721
958,-0.36352064011638485
959,-0.4137931034482759
960,-0.1998769041390983
961,-0.2775101889588737
962,-0.37142857142857144
963,-0.3054590915404918
964,-0.21417345335047866
965,-0.1228285664151606
966,-0.2856008890300048
967,-0.19999999999999996
968,-0.36
969,-0.5393258426966292
970,-0.2630286015090366
971,-0.4444444444444444
972,-0.5
973,-0.3593712788759228
974,-0.37777777777777777
975,-0.37484371092773194
976,-0.15966386554621848
977,-0.4284897842548936
978,-0.38596491228070173
979,-0.205648720211827
980,-0.7638888888888888
981,-0.28907097240631396
982,-0.3023255813953488
983,-0.14982996599319864
984,-0.3093593712788759
985,-0.003334568358651313
986,-0.17948717948717952
987,-0.6183206106870229
988,-0.4282991900905193
989,-0.2093023255813954
990,-0.14753353034780636
991,-0.37194696441032793
992,-0.41656942823803966
993,-0.24193548387096775
994,-0.24193548387096775
995,-0.2857142857142857
996,-0.27083333333333337
997,-0.25
998,-0.1875
999,-0.24981245311327827
1000,-0.1426121749071163
1001,-0.3222222222222222
1002,-0.41538461538461535
1003,-0.2857142857142857
1004,-0.10002000400080013
1005,-0.4
1006,-0.125
1007,-0.19284084927180212
1008,-0.21875
1009,-0.42540966163013405
1010,-0.25
1011,-0.49979157982492706
1012,-0.2797118847539015
1013,-0.45444626295690127
1014,-0.38
1015,-0.5714285714285714
1016,-0.3555555555555555
1017,-0.25
1018,-0.1663887962654218
1019,-0.29976658886295426
1020,-0.5
1021,-0.22972972972972971
1022,-0.196078431372549
1023,-0.44999999999999996
1024,-0.10662824207492794
1025,-0.3529411764705882
1026,-0.17227108122090018
1027,-0.7104501184522243
1028,-0.5151515151515151
1029,-0.35124999999999995
1030,-0.6394510351244476
1031,-0.4117647058823529
1032,-0.14938092940987302
1033,-0.8382115016914252
1034,-0.5226187769947716
1035,-0.21259842519685035
1036,-0.4933333333333333
1037,-0.3111111111111111
1038,-0.5881747315781732
1039,-0.2941176470588235
1040,-0.5249406175771971
1041,-0.17525773195876293
1042,-0.27430174411513597
1043,-0.46657776296049347
1044,-0.1717455852476949
1045,-0.5138888888888888
1046,-0.31999999999999995
1047,-0.19811320754716977
1048,-0.4846391752577319
1049,-0.25
1050,-0.41670139178264853
1051,-0.10259333143345684
1052,-0.49989581162742236
1053,-0.125
1054,-0.30344704411502055
1055,-0.26054806437581557
1056,-0.24230944082436734
1057,-0.1454545454545455
1058,-0.38888888888888884
1059,-0.391578947368421
1060,-0.6666666666666667
1061,-0.09966654316413481
1062,-0.33018867924528306
1063,-0.23506913798175932
1064,-0.44999999999999996
1065,-0.4555555555555556
1066,-0.36254531816477065
1067,-0.41569282136894825
1068,-0.16788321167883213
1069,-0.12724733810438127
1070,-0.19866444073455758
1071,-0.424904150691782
1072,-0.39375568354046686
1073,-0.48453608247422686
1074,-0.2043646283246192
1075,-0.2043646283246192
1076,-0.09198578760363207
1077,-0.2561570196274534
1078,-0.3728813559322034
1079,-0.25531914893617025
1080,-0.09999999999999998
1081,-0.18604651162790697
1082,-0.30000000000000004
1083,-0.30000000000000004
1084,-0.41860465116279066
1085,-0.29151906647218173
1086,-0.24474382527046334
1087,-0.31359090017650515
1088,-0.18000000000000005
1089,-0.15095057034220527
1090,-0.2498749791631939
1091,-0.06703910614525144
1092,-0.5138888888888888
1093,-0.11667989567978232
1094,-0.38240917782026773
1095,-0.23337222870478413
1096,-0.2857142857142857
1097,-0.390625
1098,-0.142550911039657
1099,-0.375
1100,-0.10001754693805931
1101,-0.47176684881602915
1102,-0.37484371092773194
1103,-0.13049151805132664
1104,-0.3833333333333333
1105,-0.5453167626553501
1106,-0.10001515381118353
1107,-0.10002000400080013
1108,-0.10001265983035823
1109,-0.20481927710843373
1110,-0.3142857142857143
1111,-0.2498749791631939
1112,-0.2558734589439404
1113,-0.20512820512820518
1114,-0.4784313725490196
1115,-0.35477544616591483
1116,-0.4998999799959992
1117,-0.49992856122303186
1118,-0.1636363636363637
1119,-0.33333333333333337
1120,-0.27142857142857146
1121,-0.20739762219286662
1122,-0.15145261152563894
1123,-0.4
1124,-0.19999999999999996
1125,-0.14200074934432372
1126,-0.15454545454545454
1127,-0.23076923076923073
1128,-0.1500300060012002
1129,-0.04258359531294653
1130,-0.08473296848461975
1131,-0.232051282051282
1132,-0.3700787401574803
1133,-0.5052577319587629
1134,-0.35161170804001485
1135,-0.33904966059306896
1136,-0.1578947368421053
1137,-0.4046201476542034
1138,-0.25
1139,-0.2498749791631939
1140,-0.3571428571428571
1141,-0.22857142857142854
1142,-0.1523913043478261
1143,-0.16666666666666663
1144,-0.5331777259086362
1145,-0.30253980786945656
1146,-0.39655172413793105
1147,-0.2725068202485602
1148,-0.08405968385285867
1149,-0.1998666444407401
1150,-0.2815533980582524
1151,-0.3766744061439543
1152,-0.17428571428571427
1153,-0.26161895967990145
1154,-0.4222222222222223
1155,-0.31026554776411086
1156,-0.30188679245283023
1157,-0.2134831460674157
1158,-0.28301886792452835
1159,-0.15000000000000002
1160,-0.1500384714029238
1161,-0.18608978832286582
1162,-0.049180327868852514
1163,-0.3499458288190682
1164,-0.19999999999999996
1165,-0.07290909090909092
1166,-0.21875
1167,-0.2735849056603774
1168,-0.25235042735042734
1169,-0.31034482758620685
1170,-0.1663887962654218
1171,-0.1426121749071163
1172,-0.19354838709677424
1173,-0.38235294117647056
1174,-0.3416666666666667
1175,-0.18739842480310043
1176,-0.1428571428571429
1177,-0.24962481240620316
1178,-0.2664221407135712
1179,-0.20005715918833955
1180,-0.15153811183512655
1181,-0.15153811183512655
1182,-0.1417546070247283
1183,-0.1515151515151515
1184,-0.4167361226871146
1185,-0.10817992028847978
1186,-0.25304253524521025
1187,-0.33311103701233746
1188,-0.09375
1189,-0.09375
1190,-0.28576531523486337
