IdAnnonce,Nom,Annee,Prix,PrixOrigine,TypePrix,Marque,Categorie,JourIntegration,EtatVelo,FlagElectrique,EtatVeloLabel
3377477,Speedfox AL ONE,2022,2399.0,2999.0,Ferme,BMC,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3377007,Scalpel Carbon 3,2022,3999.0,4899.0,Ferme,Cannondale,Cross-country,2023-01-04 12:00:00,4,0,Comme Neuf
3376211,Trance X 29 3,2021,2200.0,2700.0,Ferme,Giant,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3375341,Jekyll Carbon 2,2014,990.0,4299.0,À Débattre,Cannondale,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3374929,Men''s Stumpjumper Comp Carbon 27.5—12-speed,2019,2500.0,4200.0,Ferme,Specialized,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3374531,Spark 710,2017,1700.0,4699.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3373841,Habit Carbon 2,2016,3000.0,5000.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3373525,Cannondale Trail SE 3,2022,850.0,1299.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3373143,Trance Advanced Pro 29 2,2019,3000.0,4299.0,Ferme,Giant,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3372589,Zesty TR 3.9,2021,1500.0,1999.0,Ferme,Lapierre,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3372455,Spicy CF 6.9,2022,3300.0,4599.0,Ferme,Lapierre,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3371933,Zesty TR 3.9,2022,1500.0,2100.0,Ferme,Lapierre,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3371866,Stereo 150 C62 TM 29,2022,3900.0,4500.0,Ferme,Cube,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3371341,Fuel EX 8,2020,2400.0,3199.0,À Débattre,Trek,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3370158,Spark 960 black,2022,2590.0,2899.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3369702,OIZ H10 TR,2021,2800.0,3199.0,À Débattre,Orbea,Cross-country,2023-01-04 12:00:00,2,0,Bon État
3369644,Spark 910,2020,2950.0,4799.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3368785,Stereo 140 HPC SL 27.5,2020,2000.0,3199.0,À Débattre,Cube,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3368358,Stumpjumper Expert Carbon 29,2020,3000.0,6000.0,Ferme,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3367958,Fuel EX 9.9 XO1,2021,4000.0,8000.0,Ferme,Trek,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3367929,Trail SE 2,2021,950.0,1499.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3367761,Spark 700,2019,1600.0,2600.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3367400,OCCAM M30,2021,3300.0,3999.0,À Débattre,Orbea,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3366503,Zesty AM CF 9.9,2022,5130.0,5399.0,Ferme,Lapierre,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3366431,OIZ M20 TR,2021,3000.0,4000.0,Ferme,Orbea,Cross-country,2023-01-04 12:00:00,2,0,Bon État
3365984,Spark 910,2016,2000.0,4499.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3365714,Stereo 150 C68 TM 29,2021,4255.0,4955.0,Ferme,Cube,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3365689,Fuel EX 8 XT,2022,3200.0,3800.0,Ferme,Trek,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3365423,Samedi 29 Game 6,2021,4600.0,5900.0,À Débattre,Moustache,Trail / Enduro,2023-01-04 12:00:00,3,1,Très Bon État
3365032,OCCAM M30,2021,3100.0,3999.0,À Débattre,Orbea,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3365001,Genius 730,2016,1799.0,3799.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3363883,Spark 760,2016,1000.0,1900.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3363361,Stereo 120 Pro 29,2020,1450.0,1764.0,Ferme,Cube,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3363239,Habit Carbon 2,2022,4150.0,4899.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3362747,Spectral AL 7.0,2015,1800.0,2399.0,À Débattre,Canyon,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3362509,Fuel EX 9.7,2021,2990.0,4100.0,À Débattre,Trek,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3362391,OCCAM M10,2020,3450.0,4999.0,À Débattre,Orbea,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3362332,Neuron AL 6.0,2019,1590.0,1599.0,À Débattre,Canyon,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3362123,Fathom 2,2018,1000.0,1149.0,À Débattre,Giant,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3361625,Zesty AM CF 8.9,2022,3150.0,5899.0,À Débattre,Lapierre,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3361555,Spectral AL 6.0,2016,1300.0,2299.0,À Débattre,Canyon,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3361478,LAUFEY H10,2021,1250.0,1750.0,Ferme,Orbea,Cross-country,2023-01-04 12:00:00,2,0,Bon État
3361260,Stumpjumper EVO Expert,2022,6000.0,7000.0,À Débattre,Specialized,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3360659,OCCAM AM H50,2017,1449.0,1999.0,Ferme,Orbea,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3359863,Trance X Advanced Pro 29 0,2021,4000.0,9200.0,Ferme,Giant,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3359411,Turbo Levo Comp,2021,4490.0,7000.0,Ferme,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,1,Bon État
3357968,"ZESTY AM FIT 8.0 27,5",2020,4000.0,5560.0,Ferme,Lapierre,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3357504,Genius 750,2016,1100.0,2400.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3356984,Trance X 29 2,2021,2700.0,3300.0,À Débattre,Giant,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3353042,XTC SLR 29 2,2021,1000.0,1200.0,À Débattre,Giant,Cross-country,2023-01-04 12:00:00,3,0,Très Bon État
3352852,Spectral AL 5.0,2019,1400.0,2099.0,À Débattre,Canyon,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3350162,Genius 940,2018,1900.0,3399.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3349765,Stereo 120 HPC EX 29,2022,3300.0,3950.0,Ferme,Cube,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3349552,Habit 4,2022,2799.0,2899.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3349536,Genius 900 Tuned,2018,3500.0,7600.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3349452,Moterra Neo 5,2022,3000.0,4300.0,À Débattre,Cannondale,Trail / Enduro,2023-01-04 12:00:00,2,1,Bon État
3348892,Speedfox TWO,2021,3300.0,3660.0,Ferme,BMC,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3348062,Spark 730,2018,1800.0,2599.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3347417,Genius 950,2021,2300.0,2999.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3346824,Zesty TR 5.9,2021,2190.0,3099.0,À Débattre,Lapierre,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3346550,Beast of the East 1,2017,1100.0,3000.0,À Débattre,Cannondale,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3345554,Marlin 5,2020,275.0,449.0,À Débattre,Trek,Cross-country,2023-01-04 12:00:00,1,0,Usé
3345299,Scalpel Carbon 2,2022,4000.0,5899.0,Ferme,Cannondale,Cross-country,2023-01-04 12:00:00,3,0,Très Bon État
3345109,Genius eRIDE 910,2022,5490.0,6299.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,3,1,Très Bon État
3343364,Stereo 150 C68 SLT 29,2020,3500.0,5200.0,À Débattre,Cube,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3342543,Men''s Turbo Levo Comp,2019,3800.0,5700.0,Ferme,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,1,Bon État
3342350,OCCAM H10,2021,2799.0,3600.0,Ferme,Orbea,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3342238,Trance Advanced Pro 29 1,2019,3700.0,5000.0,Ferme,Giant,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3341649,Spark 930 orange,2022,3300.0,3800.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3341213,Fuel EX 9.8 27.5,2016,2000.0,4990.0,À Débattre,Trek,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3338942,Spectral WMN CF 9.0,2019,2900.0,5000.0,À Débattre,Canyon,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3338249,Remedy 8,2021,2699.0,3399.0,Ferme,Trek,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3338214,Reign Advanced 0,2018,2999.0,7199.0,Ferme,Giant,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3337501,Genius 930,2021,3200.0,4200.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3337191,Spark 960 black,2022,2499.0,2899.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3336203,OCCAM AM M10,2016,2000.0,5199.0,À Débattre,Orbea,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3335042,OCCAM H20 LT,2022,2300.0,3299.0,À Débattre,Orbea,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3334793,Trance 29 1,2019,2150.0,3899.0,Ferme,Giant,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3333854,Trance Advanced 1,2019,3100.0,4599.0,À Débattre,Giant,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3333195,Speedfox 02 THREE,2018,1800.0,4000.0,À Débattre,BMC,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3332640,SPICY FIT 8.0 29,2020,2000.0,5000.0,À Débattre,Lapierre,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3332332,ALMA M30-XT,2018,1500.0,2299.0,À Débattre,Orbea,Cross-country,2023-01-04 12:00:00,2,0,Bon État
3332239,Trigger Carbon 2,2016,2000.0,5299.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3332227,Stumpjumper Expert Carbon 29,2020,2990.0,5800.0,Ferme,Specialized,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3331092,Samedi 29 Trail 6,2021,4900.0,5800.0,À Débattre,Moustache,Trail / Enduro,2023-01-04 12:00:00,3,1,Très Bon État
3329809,Roscoe 8,2022,1750.0,2400.0,Ferme,Trek,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3329779,OCCAM M30,2020,2900.0,3890.0,Ferme,Orbea,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3402079,Trail 6,2022,719.0,899.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3401469,Marlin 7,2022,700.0,939.0,Ferme,Trek,Cross-country,2023-01-04 12:00:00,2,0,Bon État
3400175,Edge 3.7,2021,590.0,599.0,À Débattre,Lapierre,VTT,2023-01-04 12:00:00,3,0,Très Bon État
3399741,Trail 2,2017,390.0,950.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3399293,Scale 970,2017,680.0,899.0,À Débattre,Scott,Cross-country,2023-01-04 12:00:00,2,0,Bon État
3398680,Edge 3.7,2022,549.0,700.0,À Débattre,Lapierre,VTT,2023-01-04 12:00:00,4,0,Comme Neuf
3398633,Edge 3.7,2022,550.0,700.0,À Débattre,Lapierre,VTT,2023-01-04 12:00:00,4,0,Comme Neuf
3397930,Scale 980,2018,550.0,1050.0,Ferme,Scott,Cross-country,2023-01-04 12:00:00,1,0,Usé
3393916,Cannondale Trail SL 4,2022,950.0,1200.0,À Débattre,Cannondale,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3393528,Habit 6,2016,950.0,1899.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3393517,Habit 6,2016,950.0,1899.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3393048,Powerfly 4,2019,1850.0,2799.0,Ferme,Trek,VTT,2023-01-04 12:00:00,1,1,Usé
3391720,Spark 710,2017,2500.0,4700.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3391376,Wahoo 26,2020,300.0,499.0,Ferme,Trek,VTT,2023-01-04 12:00:00,2,0,Bon État
3390924,Scale 730,2018,750.0,1500.0,À Débattre,Scott,Cross-country,2023-01-04 12:00:00,2,0,Bon État
3390548,Scale 940 red,2021,1300.0,1699.0,À Débattre,Scott,Cross-country,2023-01-04 12:00:00,3,0,Très Bon État
3388845,Speedfox AMP THREE,2020,3000.0,5500.0,Ferme,BMC,Trail / Enduro,2023-01-04 12:00:00,2,1,Bon État
3388721,MX 50,2021,399.0,549.0,Ferme,Orbea,VTT,2023-01-04 12:00:00,4,0,Comme Neuf
3388346,Edge 5.9,2022,645.0,759.0,Ferme,Lapierre,VTT,2023-01-04 12:00:00,4,0,Comme Neuf
3385268,Stereo 120 Race 29,2021,1899.0,2299.0,À Débattre,Cube,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3385197,Aspect 740 black/red,2018,350.0,699.0,Ferme,Scott,VTT,2023-01-04 12:00:00,2,0,Bon État
3382715,Rockhopper Comp 29,2022,660.0,775.0,Ferme,Specialized,Cross-country,2023-01-04 12:00:00,4,0,Comme Neuf
3380384,Scale 960,2020,990.0,1199.0,À Débattre,Scott,Cross-country,2023-01-04 12:00:00,2,0,Bon État
3379087,Scale 960,2021,1000.0,1290.0,Ferme,Scott,Cross-country,2023-01-04 12:00:00,3,0,Très Bon État
3377879,MX 30,2022,590.0,750.0,Ferme,Orbea,VTT,2023-01-04 12:00:00,3,0,Très Bon État
3376831,Talon 0,2022,800.0,1025.0,À Débattre,Giant,Cross-country,2023-01-04 12:00:00,4,0,Comme Neuf
3372951,Spark 940,2021,2250.0,3299.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3372322,Marlin 4,2022,400.0,524.0,Ferme,Trek,Cross-country,2023-01-04 12:00:00,1,0,Usé
3367131,LAUFEY H10,2022,1400.0,1699.0,Ferme,Orbea,Cross-country,2023-01-04 12:00:00,3,0,Très Bon État
3366815,URS 01 ONE,2021,2000.0,8999.0,Ferme,BMC,Gravel / CX,2023-01-04 12:00:00,2,0,Bon État
3365994,Tempt 29 0,2021,750.0,950.0,Ferme,Liv,VTT,2023-01-04 12:00:00,2,0,Bon État
3365724,Stereo 120 Race,2022,2100.0,2369.0,Ferme,Cube,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3363499,Vall E+ 2,2022,2800.0,3200.0,Ferme,Liv,Cross-country,2023-01-04 12:00:00,3,1,Très Bon État
3363035,LAUFEY H30,2021,1200.0,1399.0,À Débattre,Orbea,Cross-country,2023-01-04 12:00:00,3,0,Très Bon État
3362219,Trail 3,2019,600.0,1000.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3362078,Marlin 5,2021,450.0,529.0,À Débattre,Trek,Cross-country,2023-01-04 12:00:00,2,0,Bon État
3361308,Aspect 950 EQ,2022,580.0,779.0,Ferme,Scott,VTT,2023-01-04 12:00:00,4,0,Comme Neuf
3361278,MX 50,2021,500.0,549.0,À Débattre,Orbea,VTT,2023-01-04 12:00:00,3,0,Très Bon État
3360889,Samedi 27 Xroad 3,2022,3300.0,3700.0,À Débattre,Moustache,Hybrides,2023-01-04 12:00:00,2,1,Bon État
3358237,Samedi 27 Xroad 3,2021,3200.0,3699.0,À Débattre,Moustache,Hybrides,2023-01-04 12:00:00,2,1,Bon État
3357591,Reaction Hybrid Race 625 29,2021,2500.0,3200.0,Ferme,Cube,Cross-country,2023-01-04 12:00:00,2,1,Bon État
3355539,Spark 970 blue,2022,2050.0,2600.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3354504,Spark 930 orange,2022,3300.0,3800.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3352924,Trail 7,2019,450.0,549.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3349845,Trail SL 3,2021,650.0,1300.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3348493,Trail 3,2020,740.0,999.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3346136,Trail 3,2019,580.0,1000.0,À Débattre,Cannondale,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3345761,X-Caliber 9,2017,550.0,999.0,Ferme,Trek,Cross-country,2023-01-04 12:00:00,2,0,Bon État
3344188,Trail 4,2020,700.0,879.0,À Débattre,Cannondale,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3342548,Edge 9.9,2022,399.0,999.0,Ferme,Lapierre,VTT,2023-01-04 12:00:00,1,0,Usé
3341478,Trail 8,2022,559.0,699.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3341469,Trail 7,2022,639.0,799.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3332541,Procaliber 9.7,2019,1950.0,2499.0,À Débattre,Trek,Cross-country,2023-01-04 12:00:00,3,0,Très Bon État
3332193,Tempt 3,2020,500.0,600.0,À Débattre,Liv,VTT,2023-01-04 12:00:00,4,0,Comme Neuf
3331453,Spark 960 dark grey,2021,1900.0,2299.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3331380,Trail 8,2022,559.0,699.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3330194,MX 40,2021,595.0,649.0,Ferme,Orbea,VTT,2023-01-04 12:00:00,3,0,Très Bon État
3329063,Talon 29 1,2021,700.0,880.0,À Débattre,Giant,Cross-country,2023-01-04 12:00:00,3,0,Très Bon État
3321032,LAUFEY H10,2022,1350.0,1718.0,Ferme,Orbea,Cross-country,2023-01-04 12:00:00,4,0,Comme Neuf
3319435,Aspect 740,2017,230.0,650.0,À Débattre,Scott,VTT,2023-01-04 12:00:00,2,0,Bon État
3319339,Edge 3.9,2022,480.0,670.0,À Débattre,Lapierre,VTT,2023-01-04 12:00:00,3,0,Très Bon État
3318613,Spark 910,2021,3600.0,4999.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3317787,MX 40,2021,499.0,649.0,Ferme,Orbea,VTT,2023-01-04 12:00:00,2,0,Bon État
3315201,EDGE 2.7,2020,400.0,499.0,Ferme,Lapierre,VTT,2023-01-04 12:00:00,2,0,Bon État
3398542,Spicy CF 7.9,2021,3899.0,5299.0,Ferme,Lapierre,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3393307,Enduro Comp 27.5,2018,2250.0,3499.0,Ferme,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3353392,Genius 740,2016,1400.0,3000.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3401712,Trailfox 03 ONE,2018,1800.0,4000.0,À Débattre,BMC,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3401592,Enduro Elite,2020,3500.0,6400.0,Ferme,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3401571,Trance 29 3,2020,1800.0,2200.0,À Débattre,Giant,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3401529,Stereo Hybrid 120 Pro 500,2021,2600.0,3500.0,Ferme,Cube,Trail / Enduro,2023-01-04 12:00:00,2,1,Bon État
3401394,Enduro Comp 29/6Fattie,2018,2100.0,3600.0,À Débattre,Specialized,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3400849,Spicy CF 7.9,2022,4200.0,5699.0,À Débattre,Lapierre,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3400731,Ransom 900 Tuned,2019,3990.0,7499.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3400726,Enduro Comp 29,2019,2300.0,3600.0,À Débattre,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3400664,Enduro Elite,2020,4500.0,6400.0,Ferme,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3399960,Spark 910,2022,4600.0,5299.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3399275,Strive CF 9.0 Team,2016,2500.0,5000.0,À Débattre,Canyon,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3398754,Slash 9.8 XT,2020,3500.0,5799.0,Ferme,Trek,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3398595,Spicy CF Team,2022,4100.0,8699.0,À Débattre,Lapierre,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3398456,Spicy CF 6.9,2021,3500.0,4299.0,Ferme,Lapierre,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3398203,Slash 9.7,2020,3000.0,4200.0,Ferme,Trek,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3397925,Strive CF 8,2021,3500.0,4000.0,À Débattre,Canyon,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3397561,Spicy CF 7.9,2021,3650.0,5299.0,À Débattre,Lapierre,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3396271,Slash 9.8 GX,2021,4250.0,6500.0,À Débattre,Trek,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3396141,Stumpjumper Comp Alloy 29,2020,2200.0,3100.0,À Débattre,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3395757,Spark 970,2018,950.0,1699.0,À Débattre,Scott,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3394763,Enduro Comp 29,2019,2400.0,3699.0,À Débattre,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3394651,Spark 750,2017,1300.0,2600.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3394607,Slash 9.8,2019,3000.0,5600.0,À Débattre,Trek,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3393939,Slash 8,2022,3800.0,3900.0,Ferme,Trek,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3393658,Strive CF 9.0 Race Team,2017,2000.0,5500.0,Ferme,Canyon,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3393204,Trance X 29 1,2021,2400.0,4300.0,Ferme,Giant,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3393125,Reign 2,2019,2350.0,2699.0,À Débattre,Giant,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3392903,Spicy CF Team,2022,8500.0,8699.0,Ferme,Lapierre,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3392412,Slash 9.9 XO1,2021,5850.0,8999.0,Ferme,Trek,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3392116,Ransom 920,2021,2490.0,3999.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3391993,Stereo 150 C62 Race 29,2021,2650.0,3255.0,À Débattre,Cube,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3391920,Spicy CF 6.9,2021,4000.0,4300.0,Ferme,Lapierre,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3391886,Spectral 27.5 CF 8,2021,3090.0,4399.0,Ferme,Canyon,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3391693,Slash 7,2021,2850.0,3300.0,À Débattre,Trek,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3391469,Stumpjumper EVO Comp,2022,4800.0,5200.0,À Débattre,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3391367,S-Works Enduro,2020,6300.0,10999.0,À Débattre,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3390972,Stance 29 1,2021,1600.0,2150.0,À Débattre,Giant,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3390731,STRIVE CF 9.0,2018,2300.0,4800.0,À Débattre,Canyon,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3390506,Ransom 910,2020,4490.0,5500.0,Ferme,Scott,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3389838,Enduro Pro 29/6Fattie,2018,3300.0,7499.0,À Débattre,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3389520,RALLON M10,2020,3300.0,4500.0,À Débattre,Orbea,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3389477,Stereo 150 C62 TM 29,2022,3000.0,4900.0,Ferme,Cube,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3388687,All New Jekyll 1,2022,5999.0,6999.0,Ferme,Cannondale,Trail / Enduro,2023-01-04 12:00:00,4,0,Comme Neuf
3388308,Scalpel Carbon SE 2,2022,3429.0,4899.0,Ferme,Cannondale,Cross-country,2023-01-04 12:00:00,3,0,Très Bon État
3387943,Stereo 170 TM 29,2020,2500.0,3799.0,Ferme,Cube,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3386343,Reign 29 2,2020,2300.0,3000.0,À Débattre,Giant,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3385507,Enduro Elite,2020,3300.0,6399.0,À Débattre,Specialized,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
3385244,OCCAM H20,2020,1800.0,2799.0,Ferme,Orbea,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3384659,Trance X 29 3,2021,2500.0,2700.0,À Débattre,Giant,Trail / Enduro,2023-01-04 12:00:00,3,0,Très Bon État
3384562,Samedi 27 Trail 6,2017,2500.0,4399.0,Ferme,Moustache,Trail / Enduro,2023-01-04 12:00:00,2,1,Bon État
3384548,Reign Advanced Pro 29 1,2021,2700.0,5600.0,À Débattre,Giant,Trail / Enduro,2023-01-04 12:00:00,1,0,Usé
3383966,Fuel EX 5,2020,1200.0,2099.0,Ferme,Trek,Trail / Enduro,2023-01-04 12:00:00,2,0,Bon État
