IdAnnonce,Nom,Annee,Prix,PrixOrigine,TypePrix,Marque,Categorie,JourIntegration,EtatVelo,FlagElectrique,EtatVeloLabel
3397108,Super Six EVO 105 C,2014,780.0,2199.0,À Débattre,Cannondale,Route,2023-01-03 12:00:00,1,0,Usé
3338256,ORCA M21eLTD,2021,3199.0,6599.0,Ferme,Orbea,Route,2023-01-03 12:00:00,2,0,Bon État
3392468,Propel Advanced SL Disc 1,2022,5499.0,7800.0,Ferme,Giant,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3389117,SENSIUM 600 DISC,2017,2049.0,2999.0,Ferme,Lapierre,Route,2023-01-03 12:00:00,2,0,Bon État
3365611,Madone 9.0,2018,2499.0,3999.0,Ferme,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3359385,Propel Advanced Pro Disc 0,2021,4499.0,6100.0,Ferme,Giant,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3394791,Synapse Hi-MOD Ultegra,2017,2500.0,4200.0,À Débattre,Cannondale,Route,2023-01-03 12:00:00,2,0,Bon État
3372231,Synapse Carbon Disc Ultegra Di2,2016,2100.0,4299.0,Ferme,Cannondale,Route,2023-01-03 12:00:00,2,0,Bon État
3348868,ORCA M20LTD,2021,3600.0,4899.0,Ferme,Orbea,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3399653,795 LIGHT RS METALLIC BLUE GLOSSY MAT,2020,3600.0,8000.0,Ferme,Look,Route,2023-01-03 12:00:00,2,0,Bon État
3396617,FOIL Team Issue,2016,2730.0,8000.0,Ferme,Scott,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3351626,ORCA M20i LTD-D,2020,4200.0,5600.0,À Débattre,Orbea,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3353214,765 OPTIMUM+ FULL BLACK MAT GLOSSY,2022,3300.0,3800.0,Ferme,Look,Route,2023-01-03 12:00:00,3,0,Très Bon État
3355204,Roubaix Expert,2021,3899.0,5500.0,Ferme,Specialized,Route,2023-01-03 12:00:00,3,0,Très Bon État
3263881,Synapse Carbon 2 RLE,2022,4999.0,6299.0,Ferme,Cannondale,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3354873,Timemachine 01 ROAD TWO,2021,4600.0,7500.0,Ferme,BMC,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3379562,Defy Advanced Pro 1,2021,4400.0,5300.0,Ferme,Giant,Route,2023-01-03 12:00:00,3,0,Très Bon État
3287771,Roadmachine ONE,2022,5499.0,5999.0,Ferme,BMC,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3368772,TCR Advanced SL Disc 1,2022,5000.0,8100.0,Ferme,Giant,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3269061,S-Works Turbo Creo SL,2020,10999.0,12499.0,Ferme,Specialized,Route,2023-01-03 12:00:00,4,1,Comme Neuf
3401462,SENSIUM 500,2020,1400.0,1599.0,Ferme,Lapierre,Route,2023-01-03 12:00:00,2,0,Bon État
3401449,785 Huez RS Ultegra DI2,2019,2000.0,5000.0,Ferme,Look,Route,2023-01-03 12:00:00,2,0,Bon État
3401122,Super Six Evo Carbon Ultegra,2019,1850.0,2599.0,À Débattre,Cannondale,Route,2023-01-03 12:00:00,2,0,Bon État
3400834,kit cadre Madone SLR,2021,3800.0,4899.0,À Débattre,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3400811,Defy Advanced 2,2022,1800.0,2200.0,Ferme,Giant,Route,2023-01-03 12:00:00,3,0,Très Bon État
3400633,Aeroad CFR Disc Di2,2022,7990.0,8499.0,Ferme,Canyon,Aero / CLM,2023-01-03 12:00:00,3,0,Très Bon État
3400544,Emonda SLR 9 eTap,2021,7400.0,13099.0,Ferme,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3400466,Allez Sprint Comp Disc,2020,1900.0,2600.0,À Débattre,Specialized,Route,2023-01-03 12:00:00,3,0,Très Bon État
3400444,Emonda SLR 8 Disque,2019,3990.0,6700.0,À Débattre,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3400436,Men''s Tarmac Pro,2018,2300.0,6000.0,Ferme,Specialized,Route,2023-01-03 12:00:00,2,0,Bon État
3400358,TCR Advanced Pro Disc 1,2021,3000.0,4199.0,Ferme,Giant,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3400318,Addict SE Disc,2021,3290.0,3990.0,À Débattre,Scott,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3400268,Addict RC 40,2021,2790.0,3299.0,Ferme,Scott,Route,2023-01-03 12:00:00,3,0,Très Bon État
3400267,FOIL 20,2016,2900.0,3599.0,À Débattre,Scott,Aero / CLM,2023-01-03 12:00:00,1,0,Usé
3400249,Addict RC 10 pearl white,2021,4000.0,6299.0,Ferme,Scott,Route,2023-01-03 12:00:00,2,0,Bon État
3400241,Addict eRIDE Ultimate,2022,6200.0,9200.0,À Débattre,Scott,Route,2023-01-03 12:00:00,2,1,Bon État
3400198,Teammachine SLR02 DISC ONE,2020,3900.0,5000.0,À Débattre,BMC,Route,2023-01-03 12:00:00,2,0,Bon État
3400037,Émonda SL 5 Disque,2022,2200.0,2990.0,À Débattre,Trek,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3399895,795 AEROLIGHT,2017,1750.0,8198.0,Ferme,Look,Route,2023-01-03 12:00:00,3,0,Très Bon État
3399839,Domane SL 7,2018,2300.0,4999.0,À Débattre,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3399818,TCR Advanced Disc 2 PC,2021,1500.0,2350.0,Ferme,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3399781,Aeroad CF SL 8 Disc,2021,3500.0,3800.0,Ferme,Canyon,Aero / CLM,2023-01-03 12:00:00,3,0,Très Bon État
3399739,Men''s Tarmac Pro,2018,1700.0,6200.0,Ferme,Specialized,Route,2023-01-03 12:00:00,1,0,Usé
3399643,795 BLADE RS DISC METALLIC BLUE GLOSSY,2020,2400.0,7000.0,Ferme,Look,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3399626,XELIUS SL 500,2020,1400.0,1999.0,Ferme,Lapierre,Route,2023-01-03 12:00:00,3,0,Très Bon État
3399280,Addict RC 20,2021,3000.0,4999.0,Ferme,Scott,Route,2023-01-03 12:00:00,2,0,Bon État
3399278,Addict RC 20,2021,3000.0,4999.0,Ferme,Scott,Route,2023-01-03 12:00:00,2,0,Bon État
3399043,FOIL 20,2016,1700.0,3500.0,Ferme,Scott,Aero / CLM,2023-01-03 12:00:00,1,0,Usé
3398861,Addict RC Pro,2020,3600.0,6999.0,Ferme,Scott,Route,2023-01-03 12:00:00,2,0,Bon État
3398832,Teammachine SLR01 TWO,2021,6000.0,10000.0,Ferme,BMC,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3398827,Teammachine SLR01 TWO,2021,5200.0,10000.0,Ferme,BMC,Route,2023-01-03 12:00:00,2,0,Bon État
3398802,Avail Advanced Pro 1,2022,3599.0,5500.0,Ferme,Liv,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3398741,Emonda SL 6 Pro,2018,1600.0,3249.0,À Débattre,Trek,Route,2023-01-03 12:00:00,1,0,Usé
3398623,Domane 5.9,2016,1500.0,3999.0,À Débattre,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3398508,Contessa Speedster 15,2019,600.0,1099.0,Ferme,Scott,Route,2023-01-03 12:00:00,3,0,Très Bon État
3398496,S-Works Tarmac SL7 - Shimano Dura-Ace,2022,9000.0,14500.0,À Débattre,Specialized,Route,2023-01-03 12:00:00,3,0,Très Bon État
3398336,Émonda SL 6 Disque Pro,2022,3500.0,4300.0,Ferme,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3398241,XELIUS SL 600 DISC,2020,1900.0,3000.0,Ferme,Lapierre,Route,2023-01-03 12:00:00,3,0,Très Bon État
3398231,Propel Advanced Pro 1,2018,1700.0,3500.0,Ferme,Giant,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3398221,Domane SL 7,2020,3500.0,5600.0,Ferme,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3398178,Men''s S-Works Tarmac Ultralight,2018,4999.0,10000.0,Ferme,Specialized,Route,2023-01-03 12:00:00,2,0,Bon État
3398161,AVANT H40,2016,500.0,1000.0,Ferme,Orbea,Route,2023-01-03 12:00:00,2,0,Bon État
3398147,FOIL 10,2018,3600.0,4199.0,Ferme,Scott,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3398080,ORCA M21e LTD-D,2020,3200.0,6000.0,À Débattre,Orbea,Route,2023-01-03 12:00:00,2,0,Bon État
3398019,Synapse Carbon 105 5 WHT,2015,1800.0,2300.0,À Débattre,Cannondale,Route,2023-01-03 12:00:00,2,0,Bon État
3397964,795 BLADE RS DISC CHAMELEON MAT GLOSSY,2022,5000.0,10000.0,Ferme,Look,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3397903,Avant H30,2019,650.0,1200.0,Ferme,Orbea,Route,2023-01-03 12:00:00,1,0,Usé
3397870,Madone SLR 9 Disc,2020,6500.0,12529.0,À Débattre,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3397798,Addict eRIDE 30,2022,4150.0,5300.0,À Débattre,Scott,Route,2023-01-03 12:00:00,3,1,Très Bon État
3397784,XELIUS SL 600,2020,1700.0,2599.0,À Débattre,Lapierre,Route,2023-01-03 12:00:00,3,0,Très Bon État
3397777,Teammachine SLR01 THREE,2022,8099.0,8999.0,À Débattre,BMC,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3397775,Foil Premium,2020,5500.0,9000.0,Ferme,Scott,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3397749,Venge Pro,2019,4800.0,7300.0,À Débattre,Specialized,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3397679,TCR Advanced Pro Team,2019,1990.0,3400.0,À Débattre,Giant,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3397636,Tarmac Disc Expert,2020,3600.0,6000.0,À Débattre,Specialized,Route,2023-01-03 12:00:00,2,0,Bon État
3397446,Agree C62 SL,2020,2400.0,3300.0,À Débattre,Cube,Route,2023-01-03 12:00:00,2,0,Bon État
3397306,Emonda SL 6,2021,2350.0,3700.0,Ferme,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3397275,Defy Advanced 1,2019,1800.0,2400.0,À Débattre,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3397262,Sensium 1.0,2022,650.0,900.0,Ferme,Lapierre,Route,2023-01-03 12:00:00,2,0,Bon État
3397050,Addict RC 30 blue,2020,3000.0,3500.0,À Débattre,Scott,Route,2023-01-03 12:00:00,3,0,Très Bon État
3396575,TCR Advanced 1,2019,1800.0,2100.0,À Débattre,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3396553,Addict RC 30 yellow,2021,2990.0,3799.0,À Débattre,Scott,Route,2023-01-03 12:00:00,2,0,Bon État
3396486,Tarmac Disc Expert,2020,4800.0,6000.0,À Débattre,Specialized,Route,2023-01-03 12:00:00,3,0,Très Bon État
3396473,Addict 30,2018,1690.0,1699.0,À Débattre,Scott,Route,2023-01-03 12:00:00,2,0,Bon État
3396335,Madone 9.9,2017,2400.0,10999.0,Ferme,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3396317,Langma Advanced Pro 1,2020,2600.0,3500.0,Ferme,Liv,Route,2023-01-03 12:00:00,2,0,Bon État
3396303,SuperSix Evo HM Disc D/A Di2,2020,5900.0,11000.0,À Débattre,Cannondale,Route,2023-01-03 12:00:00,2,0,Bon État
3396194,TCR Advanced SL 2,2020,2650.0,4100.0,À Débattre,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3396074,Teammachine SLR THREE,2022,4300.0,5299.0,À Débattre,BMC,Route,2023-01-03 12:00:00,3,0,Très Bon État
3395930,ORCA M20TEAM PWR,2022,2600.0,3600.0,À Débattre,Orbea,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3395922,785 HUEZ RED GLOSSY,2020,2999.0,3999.0,Ferme,Look,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3395774,TCR Advanced 3,2020,1400.0,1500.0,À Débattre,Giant,Route,2023-01-03 12:00:00,1,0,Usé
3395761,Aethos Comp - Rival eTap AXS,2022,4290.0,5600.0,À Débattre,Specialized,Route,2023-01-03 12:00:00,3,0,Très Bon État
3395562,Emonda SL 7,2018,2500.0,4500.0,Ferme,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3395507,S-Works Tarmac Disc - Dura Ace Di2,2020,6000.0,11000.0,Ferme,Specialized,Route,2023-01-03 12:00:00,3,0,Très Bon État
3395304,Allez Elite,2019,1000.0,1400.0,Ferme,Specialized,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3395298,Allez Elite,2019,1000.0,1400.0,Ferme,Specialized,Route,2023-01-03 12:00:00,3,0,Très Bon État
3395090,Teammachine SLR ONE,2021,3700.0,5299.0,Ferme,BMC,Route,2023-01-03 12:00:00,3,0,Très Bon État
3395009,TCR Advanced Pro Disc 0,2021,4000.0,5300.0,À Débattre,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3394988,Madone SLR 6 Disc,2020,4000.0,6500.0,À Débattre,Trek,Route,2023-01-03 12:00:00,1,0,Usé
3394956,XELIUS SL 600,2019,2000.0,2799.0,À Débattre,Lapierre,Route,2023-01-03 12:00:00,2,0,Bon État
3394747,Emonda SL 8,2016,1500.0,3550.0,Ferme,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3394715,Addict RC 30,2022,3800.0,4299.0,Ferme,Scott,Route,2023-01-03 12:00:00,3,0,Très Bon État
3394636,TCR Advanced 1 Disc-KOM,2018,1600.0,2400.0,Ferme,Giant,Route,2023-01-03 12:00:00,1,0,Usé
3394626,795 BLADE RS DISC BLACK RED GLOSSY MAT,2020,6999.0,10499.0,Ferme,Look,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3394624,Domane SL 6,2022,3440.0,4299.0,Ferme,Trek,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3394557,TCR Advanced Pro 2,2019,2050.0,2499.0,Ferme,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3394512,Addict eRIDE 10,2022,5200.0,6999.0,À Débattre,Scott,Route,2023-01-03 12:00:00,3,1,Très Bon État
3394458,Men''s Tarmac Comp,2019,2200.0,3500.0,À Débattre,Specialized,Route,2023-01-03 12:00:00,1,0,Usé
3394411,XELIUS SL 900 Ultimate,2018,2200.0,6400.0,Ferme,Lapierre,Route,2023-01-03 12:00:00,1,0,Usé
3394346,Allez Elite,2020,800.0,1399.0,Ferme,Specialized,Route,2023-01-03 12:00:00,1,0,Usé
3394313,Madone SLR 6 Disc,2020,4200.0,6599.0,Ferme,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3394264,Synapse Carbon 2 RL,2022,3500.0,4699.0,Ferme,Cannondale,Route,2023-01-03 12:00:00,3,0,Très Bon État
3394179,Émonda SLR 7,2022,7000.0,9000.0,Ferme,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3394032,Addict 20,2019,990.0,1799.0,Ferme,Scott,Route,2023-01-03 12:00:00,2,0,Bon État
3393956,Madone 9.9,2017,1700.0,10999.0,Ferme,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3393912,SuperSix EVO Carbon Disc Ultegra Di2,2022,5200.0,6799.0,À Débattre,Cannondale,Route,2023-01-03 12:00:00,2,0,Bon État
3393834,TCR Advanced SL 1 Disc KOM,2020,2999.0,5899.0,Ferme,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3393820,Domane AL 2 Disque,2022,750.0,980.0,À Débattre,Trek,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3393774,Emonda SLR 7,2021,6200.0,7599.0,À Débattre,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3393723,Addict RC Ultimate,2021,7000.0,11999.0,Ferme,Scott,Route,2023-01-03 12:00:00,3,0,Très Bon État
3393699,Propel Advanced Disc 1,2022,3300.0,4200.0,Ferme,Giant,Aero / CLM,2023-01-03 12:00:00,3,0,Très Bon État
3393628,Teammachine SLR01 ONE,2018,3900.0,7999.0,À Débattre,BMC,Route,2023-01-03 12:00:00,2,0,Bon État
3393627,Teammachine SLR THREE,2022,4239.0,5299.0,Ferme,BMC,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3393520,ORCA M20LTD,2021,2999.0,4899.0,Ferme,Orbea,Route,2023-01-03 12:00:00,3,0,Très Bon État
3393392,Addict RC 10 pearl white,2021,3500.0,6290.0,Ferme,Scott,Route,2023-01-03 12:00:00,3,0,Très Bon État
3393338,Madone SLR 7,2022,8600.0,10099.0,Ferme,Trek,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3393329,Addict RC 10,2022,5600.0,6599.0,Ferme,Scott,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3393313,Émonda ALR 5,2022,1499.0,2399.0,Ferme,Trek,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3393242,ORCA M21e LTD-D,2020,3450.0,6000.0,Ferme,Orbea,Route,2023-01-03 12:00:00,2,0,Bon État
3393220,Addict RC 10,2022,5990.0,6299.0,À Débattre,Scott,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3393134,Addict eRIDE 10,2021,4800.0,6300.0,À Débattre,Scott,Route,2023-01-03 12:00:00,2,1,Bon État
3393050,Speedster 50,2022,900.0,999.0,Ferme,Scott,Route,2023-01-03 12:00:00,3,0,Très Bon État
3392999,Teammachine SLR01 THREE,2021,4700.0,7499.0,À Débattre,BMC,Route,2023-01-03 12:00:00,2,0,Bon État
3392839,Emonda SL 7,2018,2300.0,4500.0,Ferme,Trek,Route,2023-01-03 12:00:00,1,0,Usé
3392794,Teammachine SLR THREE,2022,4770.0,5299.0,Ferme,BMC,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3392790,Emonda SLR 7,2021,3900.0,7600.0,À Débattre,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3392755,Men''s Tarmac SL5 Expert DA,2018,2200.0,4700.0,À Débattre,Specialized,Route,2023-01-03 12:00:00,1,0,Usé
3392749,Propel Advanced SL Disc 1,2021,3330.0,7600.0,À Débattre,Giant,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3392596,Émonda SL 6 Disque Pro,2022,3500.0,4300.0,Ferme,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3392458,Addict RC 20,2021,3700.0,5000.0,Ferme,Scott,Route,2023-01-03 12:00:00,2,0,Bon État
3392457,795 BLADE Black Metallic Red Mat Glossy,2022,3449.0,4599.0,Ferme,Look,Aero / CLM,2023-01-03 12:00:00,4,0,Comme Neuf
3392426,Addict SE disc,2020,1800.0,3799.0,À Débattre,Scott,Route,2023-01-03 12:00:00,2,0,Bon État
3392350,Synapse Carbon 3 L,2022,2880.0,3600.0,À Débattre,Cannondale,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3392286,Spark 940,2021,2100.0,3300.0,Ferme,Scott,Trail / Enduro,2023-01-03 12:00:00,2,0,Bon État
3392268,Propel Advanced Pro 1,2019,1950.0,3600.0,Ferme,Giant,Aero / CLM,2023-01-03 12:00:00,3,0,Très Bon État
3392245,SystemSix Hi-MOD Ultegra Di2,2022,6990.0,8800.0,Ferme,Cannondale,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3392157,795 BLADE RS Proteam Black Ultra Mat Glossy,2022,8624.0,11499.0,Ferme,Look,Aero / CLM,2023-01-03 12:00:00,4,0,Comme Neuf
3391757,ORCA M20iLTD,2022,4200.0,6600.0,À Débattre,Orbea,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3391744,Madone SLR 9,2022,6500.0,13599.0,À Débattre,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3391738,Addict Gravel 10,2020,3500.0,6600.0,Ferme,Scott,Gravel / CX,2023-01-03 12:00:00,2,0,Bon État
3391664,SuperSix EVO RED,2016,1200.0,3500.0,Ferme,Cannondale,Route,2023-01-03 12:00:00,3,0,Très Bon État
3391463,TCR Advanced Pro Team Disc,2021,3000.0,4300.0,Ferme,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3390805,Agree C62 SLT,2020,3500.0,3999.0,Ferme,Cube,Route,2023-01-03 12:00:00,3,0,Très Bon État
3390749,Boone 6 Disc,2021,2700.0,3800.0,Ferme,Trek,Gravel / CX,2023-01-03 12:00:00,3,0,Très Bon État
3390697,Addict RC Pro,2021,5900.0,8300.0,Ferme,Scott,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3390500,Attain Race,2022,1100.0,1269.0,À Débattre,Cube,Aero / CLM,2023-01-03 12:00:00,2,0,Bon État
3390421,785 Huez RS Proteam White Glossy,2022,6000.0,11000.0,À Débattre,Look,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3390358,Aircode DRS 5.0,2021,2200.0,3200.0,Ferme,Lapierre,Route,2023-01-03 12:00:00,3,0,Très Bon État
3390351,Roadmachine ONE,2022,4500.0,6000.0,Ferme,BMC,Route,2023-01-03 12:00:00,2,0,Bon État
3390330,695 AEROLIGHT WHITE FLUO ULTEGRA 11V CP,2015,2300.0,6000.0,Ferme,Look,Route,2023-01-03 12:00:00,1,0,Usé
3390307,ORCA M20 LTD-D,2020,3990.0,4800.0,Ferme,Orbea,Route,2023-01-03 12:00:00,3,0,Très Bon État
3390249,Aethos Expert,2021,4499.0,5600.0,À Débattre,Specialized,Route,2023-01-03 12:00:00,3,0,Très Bon État
3390218,TCR Advanced Disc 1,2022,2100.0,2700.0,Ferme,Giant,Route,2023-01-03 12:00:00,3,0,Très Bon État
3390132,Emonda SLR 7 Disc eTap,2020,4000.0,6799.0,Ferme,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3390126,Addict 20,2018,1300.0,1999.0,Ferme,Scott,Route,2023-01-03 12:00:00,2,0,Bon État
3390004,795 BLADE RS DISC CHAMELEON MAT GLOSSY,2022,8000.0,9749.0,Ferme,Look,Aero / CLM,2023-01-03 12:00:00,3,0,Très Bon État
3389843,S-Works Tarmac SL7 - Shimano Dura-Ace,2022,13000.0,14500.0,Ferme,Specialized,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3389828,TCR Advanced Disc 1 PC,2021,2350.0,2700.0,Ferme,Giant,Route,2023-01-03 12:00:00,3,0,Très Bon État
3389560,Roadmachine FOUR,2022,4080.0,4799.0,Ferme,BMC,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3389544,Men''s S-Works Tarmac Disc,2019,7200.0,10499.0,À Débattre,Specialized,Route,2023-01-03 12:00:00,2,0,Bon État
3389530,ORCA M20,2018,1500.0,2299.0,Ferme,Orbea,Route,2023-01-03 12:00:00,2,0,Bon État
3389463,TCR Advanced 1 Disc-KOM,2018,1400.0,2300.0,Ferme,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3389385,TCR Advanced Pro Disc 1,2022,3100.0,4200.0,À Débattre,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3389344,795 BLADE RS Proteam White Full Glossy,2022,5800.0,7499.0,Ferme,Look,Aero / CLM,2023-01-03 12:00:00,3,0,Très Bon État
3389041,Orca M10iLTD,2019,3900.0,7999.0,Ferme,Orbea,Route,2023-01-03 12:00:00,2,0,Bon État
3389002,Emonda SL 7 eTap,2021,4700.0,6999.0,À Débattre,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3388970,Addict SE disc,2020,2800.0,3799.0,Ferme,Scott,Route,2023-01-03 12:00:00,3,0,Très Bon État
3388889,765 DISC 105,2017,1420.0,2900.0,À Débattre,Look,Route,2023-01-03 12:00:00,2,0,Bon État
3388842,795 AEROLIGHT,2017,2900.0,8500.0,Ferme,Look,Route,2023-01-03 12:00:00,3,0,Très Bon État
3388373,TCR Advanced Pro Team,2019,2250.0,3300.0,À Débattre,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3388242,Emonda SLR 7,2021,5800.0,7599.0,Ferme,Trek,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3388152,Addict RC 15 komodo green,2022,5900.0,6300.0,À Débattre,Scott,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3388047,Roadmachine 01 ONE,2022,8500.0,12999.0,Ferme,BMC,Route,2023-01-03 12:00:00,3,0,Très Bon État
3387918,Defy Advanced Pro 3,2021,2599.0,3250.0,Ferme,Giant,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3387909,Roadmachine 01 FOUR,2022,6500.0,7799.0,Ferme,BMC,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3387882,Propel Advanced Pro Disc,2018,2000.0,5399.0,Ferme,Giant,Aero / CLM,2023-01-03 12:00:00,3,0,Très Bon État
3387876,Cross Race Pro,2020,990.0,1500.0,Ferme,Cube,Gravel / CX,2023-01-03 12:00:00,2,0,Bon État
3387776,Domane SL 7 eTap,2021,5500.0,7299.0,Ferme,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3387713,TCR Advanced Pro 1,2021,2200.0,3800.0,À Débattre,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3387693,PULSIUM 500,2018,1600.0,2499.0,Ferme,Lapierre,Route,2023-01-03 12:00:00,2,0,Bon État
3387602,TCR Advanced Pro 1,2021,2600.0,3750.0,Ferme,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3387591,795 BLADE Interference Red Mat Glossy,2022,5290.0,6290.0,Ferme,Look,Aero / CLM,2023-01-03 12:00:00,4,0,Comme Neuf
3387467,Aircode DRS 8.0,2022,3500.0,7000.0,À Débattre,Lapierre,Route,2023-01-03 12:00:00,3,0,Très Bon État
3387434,TCR Advanced Pro 1,2019,1700.0,3099.0,Ferme,Giant,Route,2023-01-03 12:00:00,1,0,Usé
3387363,Teammachine SLR SIX,2022,2300.0,3300.0,Ferme,BMC,Route,2023-01-03 12:00:00,2,0,Bon État
3387316,Émonda SL 6 Disc,2022,3499.0,3799.0,Ferme,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3387224,Avail Advanced Pro 2,2021,3200.0,4000.0,Ferme,Liv,Route,2023-01-03 12:00:00,3,0,Très Bon État
3387196,Emonda ALR 5 Disc,2020,1500.0,1950.0,Ferme,Trek,Route,2023-01-03 12:00:00,2,0,Bon État
3386827,Addict RC 10,2022,4900.0,6200.0,Ferme,Scott,Route,2023-01-03 12:00:00,3,0,Très Bon État
3386713,Tarmac Disc Comp,2020,2900.0,3400.0,Ferme,Specialized,Route,2023-01-03 12:00:00,3,0,Très Bon État
3386698,SuperSix EVO Hi-MOD Ultegra,2016,1999.0,4000.0,Ferme,Cannondale,Route,2023-01-03 12:00:00,2,0,Bon État
3386696,TCR Advanced Pro Team 2018,2018,1999.0,3400.0,Ferme,Giant,Route,2023-01-03 12:00:00,2,0,Bon État
3386624,TCR Advanced Pro 0 Disc,2019,3000.0,5000.0,Ferme,Giant,Route,2023-01-03 12:00:00,3,0,Très Bon État
3386548,ORCA M10iLTD PWR,2022,7000.0,10500.0,Ferme,Orbea,Route,2023-01-03 12:00:00,3,0,Très Bon État
3386469,Émonda SL 5 Disque,2022,2500.0,3000.0,Ferme,Trek,Route,2023-01-03 12:00:00,3,0,Très Bon État
3386019,Émonda SL 5 Disque,2022,2800.0,3000.0,À Débattre,Trek,Route,2023-01-03 12:00:00,4,0,Comme Neuf
3386016,AVANT H30,2020,600.0,1199.0,À Débattre,Orbea,Route,2023-01-03 12:00:00,2,0,Bon État
3385977,Roadmachine 01 FOUR,2021,4300.0,6499.0,Ferme,BMC,Route,2023-01-03 12:00:00,2,0,Bon État
