PrixOrigine,Marque,Categorie,FlagElectrique,EtatVeloLabel,Depreciation%,DepreciationEUR,Anciennete
4800.0,Canyon,Trail / Enduro,0,Bon État,-0.5208333333333333,-2500.0,4.306849315068493
5500.0,Scott,Trail / Enduro,0,Bon État,-0.1836363636363636,-1010.0,2.304109589041096
7499.0,Specialized,Trail / Enduro,0,Bon État,-0.559941325510068,-4199.0,4.306849315068493
4500.0,Orbea,Trail / Enduro,0,Très Bon État,-0.2666666666666667,-1200.0,2.304109589041096
4900.0,Cube,Trail / Enduro,0,Très Bon État,-0.3877551020408163,-1900.0,0.3041095890410959
6999.0,Cannondale,Trail / Enduro,0,Comme Neuf,-0.14287755393627666,-1000.0,0.3041095890410959
4899.0,Cannondale,Cross-country,0,Très Bon État,-0.30006123698714027,-1470.0,0.3041095890410959
3799.0,Cube,Trail / Enduro,0,Usé,-0.3419320873914188,-1299.0,2.304109589041096
3000.0,Giant,Trail / Enduro,0,Bon État,-0.23333333333333328,-700.0,2.304109589041096
6399.0,Specialized,Trail / Enduro,0,Bon État,-0.4842944210032818,-3099.0,2.304109589041096
2799.0,Orbea,Trail / Enduro,0,Usé,-0.35691318327974275,-999.0,2.304109589041096
2700.0,Giant,Trail / Enduro,0,Très Bon État,-0.07407407407407407,-200.0,1.3041095890410959
4399.0,Moustache,Trail / Enduro,1,Bon État,-0.43168902023187083,-1899.0,5.306849315068493
5600.0,Giant,Trail / Enduro,0,Usé,-0.5178571428571428,-2900.0,1.3041095890410959
2099.0,Trek,Trail / Enduro,0,Bon État,-0.4282991900905193,-899.0,2.304109589041096
7700.0,Giant,Trail / Enduro,1,Comme Neuf,-0.2597402597402597,-2000.0,0.3041095890410959
4000.0,Lapierre,Trail / Enduro,0,Très Bon État,-0.3375,-1350.0,3.3068493150684932
4329.0,Cube,Trail / Enduro,0,Très Bon État,-0.19173019173019168,-830.0,0.3041095890410959
3399.0,Cannondale,Trail / Enduro,0,Bon État,-0.646954986760812,-2199.0,7.30958904109589
4399.0,Canyon,Trail / Enduro,0,Bon État,-0.22709706751534442,-999.0,1.3041095890410959
2999.0,Trek,Trail / Enduro,0,Très Bon État,-0.43314438146048684,-1299.0,2.304109589041096
4300.0,Giant,Trail / Enduro,0,Bon État,-0.2441860465116279,-1050.0,2.304109589041096
5200.0,Orbea,Trail / Enduro,0,Usé,-0.6153846153846154,-3200.0,6.306849315068493
4499.0,Canyon,Trail / Enduro,0,Bon État,-0.3554123138475217,-1599.0,3.3068493150684932
3500.0,Specialized,Trail / Enduro,0,Bon État,-0.2857142857142857,-1000.0,2.304109589041096
6400.0,Orbea,Trail / Enduro,0,Bon État,-0.484375,-3100.0,1.3041095890410959
4999.0,Orbea,Cross-country,1,Comme Neuf,-0.20004000800160027,-1000.0,0.3041095890410959
5699.0,Orbea,Cross-country,1,Comme Neuf,-0.20003509387611862,-1140.0,0.3041095890410959
8199.0,Scott,Trail / Enduro,1,Bon État,-0.1718502256372728,-1409.0,1.3041095890410959
3100.0,Scott,Trail / Enduro,0,Comme Neuf,-0.33870967741935487,-1050.0,1.3041095890410959
7499.0,Trek,Trail / Enduro,0,Bon État,-0.5466062141618883,-4099.0,3.3068493150684932
2400.0,Orbea,Trail / Enduro,0,Bon État,-0.25,-600.0,1.3041095890410959
8819.0,Cube,Trail / Enduro,1,Comme Neuf,-0.09298106361265446,-820.0,0.3041095890410959
5700.0,Lapierre,Trail / Enduro,0,Bon État,-0.29824561403508776,-1700.0,0.3041095890410959
4000.0,Cube,Trail / Enduro,0,Bon État,-0.19999999999999996,-800.0,1.3041095890410959
3299.0,Lapierre,Trail / Enduro,0,Bon État,-0.4546832373446499,-1500.0,6.306849315068493
3899.0,Trek,Trail / Enduro,0,Très Bon État,-0.18184149781995385,-709.0,0.3041095890410959
6500.0,Orbea,Trail / Enduro,0,Bon État,-0.6923076923076923,-4500.0,4.306849315068493
4300.0,Lapierre,Trail / Enduro,0,Bon État,-0.2558139534883721,-1100.0,1.3041095890410959
5499.0,Canyon,Trail / Enduro,0,Bon État,-0.36352064011638485,-1999.0,0.3041095890410959
5800.0,Trek,Trail / Enduro,0,Usé,-0.4137931034482759,-2400.0,2.304109589041096
6499.0,Canyon,Trail / Enduro,0,Comme Neuf,-0.1998769041390983,-1299.0,0.3041095890410959
2699.0,Giant,Trail / Enduro,0,Bon État,-0.2775101889588737,-749.0,3.3068493150684932
10500.0,Specialized,Trail / Enduro,0,Bon État,-0.37142857142857144,-3900.0,1.3041095890410959
7199.0,Trek,Trail / Enduro,0,Très Bon État,-0.3054590915404918,-2199.0,0.3041095890410959
6999.0,Cannondale,Trail / Enduro,0,Comme Neuf,-0.21417345335047866,-1499.0,0.3041095890410959
5699.0,Orbea,Cross-country,1,Comme Neuf,-0.1228285664151606,-700.0,0.3041095890410959
6299.0,Lapierre,Trail / Enduro,0,Bon État,-0.2856008890300048,-1799.0,1.3041095890410959
3000.0,Cube,Trail / Enduro,0,Bon État,-0.19999999999999996,-600.0,0.3041095890410959
2500.0,Canyon,Trail / Enduro,0,Bon État,-0.36,-900.0,6.306849315068493
8900.0,Orbea,Trail / Enduro,0,Très Bon État,-0.5393258426966292,-4800.0,2.304109589041096
5699.0,Scott,Trail / Enduro,0,Bon État,-0.2630286015090366,-1499.0,1.3041095890410959
2700.0,Orbea,Trail / Enduro,0,Bon État,-0.4444444444444444,-1200.0,4.306849315068493
7000.0,Trek,Trail / Enduro,0,Bon État,-0.5,-3500.0,2.304109589041096
4199.0,Lapierre,Trail / Enduro,0,Bon État,-0.3593712788759228,-1509.0,2.304109589041096
4500.0,Lapierre,Trail / Enduro,0,Très Bon État,-0.37777777777777777,-1700.0,0.3041095890410959
3999.0,Giant,Trail / Enduro,0,Bon État,-0.37484371092773194,-1499.0,3.3068493150684932
2499.0,Trek,Trail / Enduro,0,Bon État,-0.15966386554621848,-399.0,2.304109589041096
6999.0,Specialized,Trail / Enduro,0,Usé,-0.4284897842548936,-2999.0,2.304109589041096
5700.0,Lapierre,Trail / Enduro,0,Très Bon État,-0.38596491228070173,-2200.0,0.3041095890410959
3399.0,Trek,Trail / Enduro,0,Bon État,-0.205648720211827,-699.0,1.3041095890410959
7200.0,Giant,Trail / Enduro,0,Bon État,-0.7638888888888888,-5500.0,4.306849315068493
8299.0,Trek,Trail / Enduro,0,Très Bon État,-0.28907097240631396,-2399.0,0.3041095890410959
4300.0,Lapierre,Trail / Enduro,0,Très Bon État,-0.3023255813953488,-1300.0,1.3041095890410959
4999.0,Cannondale,Trail / Enduro,0,Comme Neuf,-0.14982996599319864,-749.0,0.3041095890410959
4199.0,Lapierre,Trail / Enduro,0,Bon État,-0.3093593712788759,-1299.0,2.304109589041096
2699.0,Giant,Trail / Enduro,0,Très Bon État,-0.003334568358651313,-9.0,3.3068493150684932
3900.0,Trek,Trail / Enduro,0,Bon État,-0.17948717948717952,-700.0,0.3041095890410959
3799.0,Scott,Trail / Enduro,0,Très Bon État,-0.6183206106870229,-2349.0,3.3068493150684932
2099.0,Scott,Trail / Enduro,0,Bon État,-0.4282991900905193,-899.0,4.306849315068493
4300.0,Canyon,Trail / Enduro,0,Bon État,-0.2093023255813954,-900.0,1.3041095890410959
4399.0,Canyon,Trail / Enduro,0,Bon État,-0.14753353034780636,-649.0,1.3041095890410959
4299.0,Specialized,Trail / Enduro,0,Bon État,-0.37194696441032793,-1599.0,2.304109589041096
5999.0,Lapierre,Trail / Enduro,0,Bon État,-0.41656942823803966,-2499.0,3.3068493150684932
6200.0,Specialized,Trail / Enduro,0,Très Bon État,-0.24193548387096775,-1500.0,0.3041095890410959
6200.0,Specialized,Trail / Enduro,0,Très Bon État,-0.24193548387096775,-1500.0,0.3041095890410959
2800.0,Orbea,Trail / Enduro,0,Usé,-0.2857142857142857,-800.0,5.306849315068493
2400.0,Liv,Trail / Enduro,0,Usé,-0.27083333333333337,-650.0,2.304109589041096
4000.0,Trek,Trail / Enduro,0,Très Bon État,-0.25,-1000.0,0.3041095890410959
4000.0,Orbea,Trail / Enduro,0,Très Bon État,-0.1875,-750.0,1.3041095890410959
3999.0,Scott,Trail / Enduro,0,Très Bon État,-0.24981245311327827,-999.0,4.306849315068493
3499.0,Scott,Trail / Enduro,0,Très Bon État,-0.1426121749071163,-499.0,5.306849315068493
4500.0,Giant,Trail / Enduro,0,Bon État,-0.3222222222222222,-1450.0,1.3041095890410959
6500.0,Orbea,Trail / Enduro,0,Bon État,-0.41538461538461535,-2700.0,2.304109589041096
6300.0,Giant,Trail / Enduro,1,Bon État,-0.2857142857142857,-1800.0,1.3041095890410959
4999.0,Cannondale,Trail / Enduro,0,Comme Neuf,-0.10002000400080013,-500.0,0.3041095890410959
7000.0,Lapierre,Trail / Enduro,0,Bon État,-0.4,-2800.0,2.304109589041096
3200.0,Cube,Trail / Enduro,0,Bon État,-0.125,-400.0,1.3041095890410959
5699.0,Lapierre,Trail / Enduro,0,Très Bon État,-0.19284084927180212,-1099.0,0.3041095890410959
3200.0,Canyon,Trail / Enduro,0,Très Bon État,-0.21875,-700.0,1.3041095890410959
4699.0,Orbea,Trail / Enduro,0,Usé,-0.42540966163013405,-1999.0,2.304109589041096
4800.0,Lapierre,Trail / Enduro,0,Bon État,-0.25,-1200.0,0.3041095890410959
2399.0,Scott,Trail / Enduro,0,Usé,-0.49979157982492706,-1199.0,6.306849315068493
2499.0,Trek,Trail / Enduro,0,Usé,-0.2797118847539015,-699.0,4.306849315068493
5499.0,Scott,Trail / Enduro,0,Usé,-0.45444626295690127,-2499.0,2.304109589041096
2500.0,Trek,Trail / Enduro,0,Bon État,-0.38,-950.0,4.306849315068493
4900.0,Canyon,Trail / Enduro,0,Usé,-0.5714285714285714,-2800.0,7.30958904109589
9000.0,Scott,Trail / Enduro,0,Bon État,-0.3555555555555555,-3200.0,1.3041095890410959
4600.0,Giant,Trail / Enduro,0,Bon État,-0.25,-1150.0,1.3041095890410959
2999.0,Lapierre,Trail / Enduro,0,Bon État,-0.1663887962654218,-499.0,3.3068493150684932
2999.0,Canyon,Trail / Enduro,0,Bon État,-0.29976658886295426,-899.0,1.3041095890410959
7000.0,Lapierre,Trail / Enduro,0,Usé,-0.5,-3500.0,2.304109589041096
7400.0,Giant,Trail / Enduro,1,Comme Neuf,-0.22972972972972971,-1700.0,0.3041095890410959
10200.0,Specialized,Trail / Enduro,1,Bon État,-0.196078431372549,-2000.0,0.3041095890410959
6000.0,Trek,Trail / Enduro,0,Usé,-0.44999999999999996,-2700.0,2.304109589041096
3470.0,Cube,Descente,0,Très Bon État,-0.10662824207492794,-370.0,1.3041095890410959
850.0,Orbea,VTT,0,Comme Neuf,-0.3529411764705882,-300.0,0.3041095890410959
5799.0,Canyon,Descente,0,Bon État,-0.17227108122090018,-999.0,1.3041095890410959
3799.0,Lapierre,Descente,0,Usé,-0.7104501184522243,-2699.0,4.306849315068493
3300.0,Scott,Descente,0,Bon État,-0.5151515151515151,-1700.0,3.3068493150684932
8000.0,Specialized,Descente,0,Très Bon État,-0.35124999999999995,-2810.0,1.3041095890410959
4299.0,Scott,Dirt / Jump,0,Usé,-0.6394510351244476,-2749.0,6.306849315068493
8500.0,Scott,Descente,0,Bon État,-0.4117647058823529,-3500.0,1.3041095890410959
6219.0,Cube,Descente,0,Comme Neuf,-0.14938092940987302,-929.0,0.3041095890410959
6799.0,Scott,Descente,0,Bon État,-0.8382115016914252,-5699.0,5.306849315068493
4399.0,Giant,Descente,0,Bon État,-0.5226187769947716,-2299.0,3.3068493150684932
4699.0,Canyon,Descente,0,Très Bon État,-0.21259842519685035,-999.0,1.3041095890410959
3750.0,Canyon,Descente,0,Bon État,-0.4933333333333333,-1850.0,3.3068493150684932
4500.0,Giant,Descente,0,Bon État,-0.3111111111111111,-1400.0,2.304109589041096
6799.0,Scott,Descente,0,Très Bon État,-0.5881747315781732,-3999.0,4.306849315068493
6800.0,Specialized,Descente,0,Très Bon État,-0.2941176470588235,-2000.0,2.304109589041096
7999.0,Scott,Descente,0,Usé,-0.5249406175771971,-4199.0,2.304109589041096
9700.0,Specialized,Trail / Enduro,1,Très Bon État,-0.17525773195876293,-1700.0,0.3041095890410959
8199.0,Scott,Trail / Enduro,1,Très Bon État,-0.27430174411513597,-2249.0,1.3041095890410959
5999.0,Moustache,VTT,1,Bon État,-0.46657776296049347,-2799.0,3.3068493150684932
6399.0,Moustache,Trail / Enduro,1,Bon État,-0.1717455852476949,-1099.0,1.3041095890410959
7200.0,Scott,Trail / Enduro,1,Bon État,-0.5138888888888888,-3700.0,4.306849315068493
5000.0,Orbea,Cross-country,1,Bon État,-0.31999999999999995,-1600.0,1.3041095890410959
5300.0,Scott,Trail / Enduro,1,Très Bon État,-0.19811320754716977,-1050.0,1.3041095890410959
9700.0,Specialized,Trail / Enduro,1,Usé,-0.4846391752577319,-4701.0,1.3041095890410959
2800.0,Scott,VTT,1,Très Bon État,-0.25,-700.0,3.3068493150684932
11999.0,Specialized,Trail / Enduro,1,Bon État,-0.41670139178264853,-5000.0,2.304109589041096
3509.0,Trek,VTT,1,Comme Neuf,-0.10259333143345684,-360.0,0.3041095890410959
4799.0,Trek,VTT,1,Comme Neuf,-0.49989581162742236,-2399.0,1.3041095890410959
3200.0,Cube,Cross-country,1,Bon État,-0.125,-400.0,2.304109589041096
5599.0,Moustache,Trail / Enduro,1,Usé,-0.30344704411502055,-1699.0,2.304109589041096
2299.0,Trek,Cross-country,1,Bon État,-0.26054806437581557,-599.0,1.3041095890410959
6599.0,Moustache,Trail / Enduro,1,Bon État,-0.24230944082436734,-1599.0,1.3041095890410959
5500.0,Cube,Trail / Enduro,1,Comme Neuf,-0.1454545454545455,-800.0,0.3041095890410959
3600.0,Scott,Cross-country,1,Bon État,-0.38888888888888884,-1400.0,4.306849315068493
4750.0,Scott,Trail / Enduro,1,Bon État,-0.391578947368421,-1860.0,2.304109589041096
3900.0,Lapierre,Trail / Enduro,1,Bon État,-0.6666666666666667,-2600.0,5.306849315068493
2699.0,Lapierre,VTT,1,Comme Neuf,-0.09966654316413481,-269.0,1.3041095890410959
5300.0,Giant,Trail / Enduro,1,Très Bon État,-0.33018867924528306,-1750.0,1.3041095890410959
3399.0,Trek,VTT,1,Très Bon État,-0.23506913798175932,-799.0,0.3041095890410959
6000.0,Trek,VTT,1,Bon État,-0.44999999999999996,-2700.0,4.306849315068493
9000.0,Specialized,Trail / Enduro,1,Usé,-0.4555555555555556,-4100.0,2.304109589041096
7999.0,Orbea,Trail / Enduro,1,Très Bon État,-0.36254531816477065,-2900.0,1.3041095890410959
5990.0,Specialized,Trail / Enduro,1,Bon État,-0.41569282136894825,-2490.0,4.306849315068493
6850.0,Cube,Trail / Enduro,1,Bon État,-0.16788321167883213,-1150.0,0.3041095890410959
5729.0,Cube,Trail / Enduro,1,Très Bon État,-0.12724733810438127,-729.0,0.3041095890410959
5990.0,Moustache,Trail / Enduro,1,Bon État,-0.19866444073455758,-1190.0,1.3041095890410959
5999.0,Trek,VTT,1,Bon État,-0.424904150691782,-2549.0,0.3041095890410959
3299.0,Trek,VTT,1,Usé,-0.39375568354046686,-1299.0,2.304109589041096
9700.0,Specialized,Trail / Enduro,1,Bon État,-0.48453608247422686,-4700.0,1.3041095890410959
4399.0,Moustache,Hybrides,1,Bon État,-0.2043646283246192,-899.0,2.304109589041096
4399.0,Moustache,Hybrides,1,Bon État,-0.2043646283246192,-899.0,2.304109589041096
7599.0,Orbea,Cross-country,1,Très Bon État,-0.09198578760363207,-699.0,0.3041095890410959
7999.0,Orbea,Trail / Enduro,1,Bon État,-0.2561570196274534,-2049.0,1.3041095890410959
5900.0,Specialized,Trail / Enduro,1,Très Bon État,-0.3728813559322034,-2200.0,2.304109589041096
4700.0,Canyon,Trail / Enduro,1,Très Bon État,-0.25531914893617025,-1200.0,0.3041095890410959
3000.0,Cube,Cross-country,1,Très Bon État,-0.09999999999999998,-300.0,2.304109589041096
4300.0,Cube,Trail / Enduro,1,Bon État,-0.18604651162790697,-800.0,2.304109589041096
4000.0,Giant,Trail / Enduro,1,Très Bon État,-0.30000000000000004,-1200.0,2.304109589041096
4000.0,Giant,Trail / Enduro,1,Très Bon État,-0.30000000000000004,-1200.0,2.304109589041096
4300.0,Bianchi,Cross-country,1,Bon État,-0.41860465116279066,-1800.0,0.3041095890410959
4799.0,Orbea,Cross-country,1,Très Bon État,-0.29151906647218173,-1399.0,0.3041095890410959
4899.0,Moustache,VTT,1,Comme Neuf,-0.24474382527046334,-1199.0,0.3041095890410959
5099.0,Scott,Trail / Enduro,1,Bon État,-0.31359090017650515,-1599.0,0.3041095890410959
5000.0,Scott,Trail / Enduro,1,Comme Neuf,-0.18000000000000005,-900.0,0.3041095890410959
7890.0,Moustache,Trail / Enduro,1,Très Bon État,-0.15095057034220527,-1191.0,0.3041095890410959
5999.0,Scott,Trail / Enduro,1,Bon État,-0.2498749791631939,-1499.0,3.3068493150684932
2685.0,Cube,Cross-country,1,Comme Neuf,-0.06703910614525144,-180.0,0.3041095890410959
7200.0,Scott,Trail / Enduro,1,Usé,-0.5138888888888888,-3700.0,4.306849315068493
8819.0,Cube,Trail / Enduro,1,Comme Neuf,-0.11667989567978232,-1029.0,0.3041095890410959
6799.0,Cannondale,Trail / Enduro,1,Bon État,-0.38240917782026773,-2600.0,1.3041095890410959
5999.0,Lapierre,Trail / Enduro,1,Bon État,-0.23337222870478413,-1400.0,3.3068493150684932
7000.0,Specialized,Trail / Enduro,1,Bon État,-0.2857142857142857,-2000.0,1.3041095890410959
6400.0,Moustache,Trail / Enduro,1,Usé,-0.390625,-2500.0,1.3041095890410959
2799.0,Trek,VTT,1,Usé,-0.142550911039657,-399.0,2.304109589041096
5600.0,Specialized,Trail / Enduro,1,Bon État,-0.375,-2100.0,1.3041095890410959
5699.0,Orbea,Cross-country,1,Comme Neuf,-0.10001754693805931,-570.0,0.3041095890410959
5490.0,Lapierre,Trail / Enduro,1,Usé,-0.47176684881602915,-2590.0,4.306849315068493
3999.0,Scott,Trail / Enduro,1,Usé,-0.37484371092773194,-1499.0,2.304109589041096
2299.0,Orbea,VTT,1,Comme Neuf,-0.13049151805132664,-300.0,1.3041095890410959
6000.0,Specialized,Trail / Enduro,1,Bon État,-0.3833333333333333,-2300.0,2.304109589041096
3299.0,Trek,VTT,1,Bon État,-0.5453167626553501,-1799.0,2.304109589041096
6599.0,Orbea,Cross-country,1,Comme Neuf,-0.10001515381118353,-660.0,0.3041095890410959
4999.0,Orbea,Cross-country,1,Comme Neuf,-0.10002000400080013,-500.0,0.3041095890410959
7899.0,Orbea,Cross-country,1,Comme Neuf,-0.10001265983035823,-790.0,0.3041095890410959
8300.0,Orbea,Trail / Enduro,1,Comme Neuf,-0.20481927710843373,-1700.0,0.3041095890410959
3500.0,Trek,VTT,1,Bon État,-0.3142857142857143,-1100.0,1.3041095890410959
5999.0,Trek,VTT,1,Bon État,-0.2498749791631939,-1499.0,1.3041095890410959
4299.0,Cannondale,Trail / Enduro,1,Bon État,-0.2558734589439404,-1100.0,0.3041095890410959
3900.0,Lapierre,Trail / Enduro,1,Bon État,-0.20512820512820518,-800.0,0.3041095890410959
2550.0,Giant,Trail / Enduro,1,Comme Neuf,-0.4784313725490196,-1220.0,2.304109589041096
5099.0,Trek,VTT,1,Bon État,-0.35477544616591483,-1809.0,3.3068493150684932
4999.0,Scott,Trail / Enduro,1,Bon État,-0.4998999799959992,-2499.0,2.304109589041096
6999.0,Cannondale,Trail / Enduro,1,Très Bon État,-0.49992856122303186,-3499.0,1.3041095890410959
5500.0,Giant,Trail / Enduro,1,Bon État,-0.1636363636363637,-900.0,0.3041095890410959
6000.0,Cannondale,Trail / Enduro,1,Bon État,-0.33333333333333337,-2000.0,2.304109589041096
7000.0,Specialized,Trail / Enduro,1,Très Bon État,-0.27142857142857146,-1900.0,1.3041095890410959
5299.0,Trek,VTT,1,Bon État,-0.20739762219286662,-1099.0,0.3041095890410959
6299.0,Scott,Trail / Enduro,1,Comme Neuf,-0.15145261152563894,-954.0,0.3041095890410959
5500.0,Lapierre,Trail / Enduro,1,Bon État,-0.4,-2200.0,3.3068493150684932
4000.0,Trek,VTT,1,Bon État,-0.19999999999999996,-800.0,2.304109589041096
2669.0,Cube,Cross-country,1,Comme Neuf,-0.14200074934432372,-379.0,0.3041095890410959
5500.0,Giant,Trail / Enduro,1,Comme Neuf,-0.15454545454545454,-850.0,0.3041095890410959
2600.0,Cube,Cross-country,1,Très Bon État,-0.23076923076923073,-600.0,1.3041095890410959
4999.0,Scott,Trail / Enduro,1,Comme Neuf,-0.1500300060012002,-750.0,0.3041095890410959
3499.0,Trek,VTT,1,Comme Neuf,-0.04258359531294653,-149.0,0.3041095890410959
5299.0,Trek,VTT,1,Comme Neuf,-0.08473296848461975,-449.0,0.3041095890410959
7800.0,Giant,Trail / Enduro,1,Bon État,-0.232051282051282,-1810.0,0.3041095890410959
6350.0,Giant,Trail / Enduro,1,Bon État,-0.3700787401574803,-2350.0,1.3041095890410959
9700.0,Specialized,Trail / Enduro,1,Bon État,-0.5052577319587629,-4901.0,1.3041095890410959
2699.0,Moustache,Cross-country,1,Très Bon État,-0.35161170804001485,-949.0,3.3068493150684932
5598.0,Scott,Trail / Enduro,1,Très Bon État,-0.33904966059306896,-1898.0,1.3041095890410959
7600.0,Giant,Trail / Enduro,1,Comme Neuf,-0.1578947368421053,-1200.0,0.3041095890410959
4199.0,Moustache,Hybrides,1,Bon État,-0.4046201476542034,-1699.0,2.304109589041096
6000.0,Cannondale,Trail / Enduro,1,Bon État,-0.25,-1500.0,1.3041095890410959
5999.0,Scott,Trail / Enduro,1,Très Bon État,-0.2498749791631939,-1499.0,0.3041095890410959
7000.0,Scott,Trail / Enduro,1,Usé,-0.3571428571428571,-2500.0,3.3068493150684932
3500.0,Trek,VTT,1,Bon État,-0.22857142857142854,-800.0,1.3041095890410959
4600.0,Cube,Trail / Enduro,1,Bon État,-0.1523913043478261,-701.0,1.3041095890410959
6600.0,Giant,Trail / Enduro,1,Comme Neuf,-0.16666666666666663,-1100.0,0.3041095890410959
2999.0,Lapierre,VTT,1,Bon État,-0.5331777259086362,-1599.0,4.306849315068493
7599.0,Orbea,Cross-country,1,Bon État,-0.30253980786945656,-2299.0,1.3041095890410959
5800.0,Moustache,Trail / Enduro,1,Bon État,-0.39655172413793105,-2300.0,1.3041095890410959
3299.0,Lapierre,Trail / Enduro,1,Bon État,-0.2725068202485602,-899.0,1.3041095890410959
6769.0,Cube,Trail / Enduro,1,Comme Neuf,-0.08405968385285867,-569.0,0.3041095890410959
5999.0,Cannondale,Trail / Enduro,1,Très Bon État,-0.1998666444407401,-1199.0,0.3041095890410959
10300.0,Orbea,Trail / Enduro,1,Très Bon État,-0.2815533980582524,-2900.0,0.3041095890410959
5599.0,Lapierre,Trail / Enduro,1,Bon État,-0.3766744061439543,-2109.0,3.3068493150684932
3500.0,Giant,Trail / Enduro,1,Bon État,-0.17428571428571427,-610.0,1.3041095890410959
3249.0,Cube,Cross-country,1,Bon État,-0.26161895967990145,-850.0,1.3041095890410959
4500.0,Giant,Cross-country,1,Très Bon État,-0.4222222222222223,-1900.0,4.306849315068493
8699.0,Orbea,Cross-country,1,Bon État,-0.31026554776411086,-2699.0,1.3041095890410959
5300.0,Giant,Trail / Enduro,1,Bon État,-0.30188679245283023,-1600.0,1.3041095890410959
4450.0,Giant,Trail / Enduro,1,Bon État,-0.2134831460674157,-950.0,3.3068493150684932
5300.0,Giant,Trail / Enduro,1,Bon État,-0.28301886792452835,-1500.0,1.3041095890410959
3100.0,Giant,Trail / Enduro,1,Comme Neuf,-0.15000000000000002,-465.0,1.3041095890410959
3899.0,Lapierre,Trail / Enduro,1,Comme Neuf,-0.1500384714029238,-585.0,0.3041095890410959
4299.0,Cannondale,Trail / Enduro,1,Bon État,-0.18608978832286582,-800.0,0.3041095890410959
6100.0,Cube,Trail / Enduro,1,Très Bon État,-0.049180327868852514,-300.0,0.0
11999.0,Trek,VTT,1,Très Bon État,-0.3499458288190682,-4199.0,0.3041095890410959
3100.0,Cannondale,Trail / Enduro,1,Comme Neuf,-0.19999999999999996,-620.0,0.3041095890410959
5500.0,Giant,Trail / Enduro,1,Comme Neuf,-0.07290909090909092,-401.0,0.3041095890410959
4800.0,Giant,Trail / Enduro,1,Très Bon État,-0.21875,-1050.0,1.3041095890410959
5300.0,Scott,Trail / Enduro,1,Bon État,-0.2735849056603774,-1450.0,1.3041095890410959
4680.0,Giant,Trail / Enduro,1,Très Bon État,-0.25235042735042734,-1181.0,1.3041095890410959
8700.0,Giant,Trail / Enduro,1,Bon État,-0.31034482758620685,-2700.0,0.3041095890410959
2999.0,Lapierre,Trail / Enduro,1,Usé,-0.1663887962654218,-499.0,2.304109589041096
3499.0,Trek,VTT,1,Comme Neuf,-0.1426121749071163,-499.0,0.3041095890410959
3100.0,Orbea,VTT,1,Très Bon État,-0.19354838709677424,-600.0,0.3041095890410959
6800.0,Specialized,Trail / Enduro,1,Bon État,-0.38235294117647056,-2600.0,2.304109589041096
6000.0,Trek,VTT,1,Bon État,-0.3416666666666667,-2050.0,1.3041095890410959
7999.0,Orbea,Trail / Enduro,1,Comme Neuf,-0.18739842480310043,-1499.0,0.3041095890410959
6300.0,Scott,Trail / Enduro,1,Très Bon État,-0.1428571428571429,-900.0,0.3041095890410959
1999.0,Scott,VTT,1,Bon État,-0.24962481240620316,-499.0,3.3068493150684932
2999.0,Scott,VTT,1,Bon État,-0.2664221407135712,-799.0,2.304109589041096
3499.0,Orbea,Cross-country,1,Comme Neuf,-0.20005715918833955,-700.0,1.3041095890410959
6599.0,Orbea,Trail / Enduro,1,Comme Neuf,-0.15153811183512655,-1000.0,0.3041095890410959
6599.0,Orbea,Trail / Enduro,1,Comme Neuf,-0.15153811183512655,-1000.0,0.3041095890410959
6349.0,Orbea,Trail / Enduro,1,Comme Neuf,-0.1417546070247283,-900.0,0.3041095890410959
6600.0,Scott,Trail / Enduro,1,Comme Neuf,-0.1515151515151515,-1000.0,0.3041095890410959
5999.0,Specialized,Trail / Enduro,1,Bon État,-0.4167361226871146,-2500.0,4.306849315068493
5269.0,Cube,Trail / Enduro,1,Très Bon État,-0.10817992028847978,-570.0,0.3041095890410959
8299.0,Orbea,Trail / Enduro,1,Comme Neuf,-0.25304253524521025,-2100.0,0.3041095890410959
2999.0,Trek,VTT,1,Bon État,-0.33311103701233746,-999.0,4.306849315068493
3200.0,Giant,Trail / Enduro,1,Comme Neuf,-0.09375,-300.0,0.3041095890410959
3200.0,Giant,Trail / Enduro,1,Comme Neuf,-0.09375,-300.0,1.3041095890410959
5599.0,Scott,Trail / Enduro,1,Bon État,-0.28576531523486337,-1600.0,1.3041095890410959
5599.0,Scott,Trail / Enduro,1,Bon État,-0.23218431862832645,-1300.0,1.3041095890410959
14500.0,Specialized,Trail / Enduro,1,Bon État,-0.44834482758620686,-6501.0,1.3041095890410959
6200.0,Trek,VTT,1,Très Bon État,-0.3709677419354839,-2300.0,1.3041095890410959
2500.0,Liv,VTT,1,Bon État,-0.26,-650.0,1.3041095890410959
3099.0,Cannondale,Trail / Enduro,1,Comme Neuf,-0.1613423685059696,-500.0,0.3041095890410959
2099.0,Lapierre,VTC,1,Usé,-0.4330633635064316,-909.0,3.3068493150684932
7500.0,Trek,VTT,1,Très Bon État,-0.4,-3000.0,1.3041095890410959
4599.0,Moustache,Trail / Enduro,1,Bon État,-0.34768427919112854,-1599.0,4.306849315068493
3499.0,Trek,VTT,1,Bon État,-0.6570448699628465,-2299.0,5.306849315068493
8599.0,Trek,VTT,1,Très Bon État,-0.22083963251540872,-1899.0,1.3041095890410959
2000.0,Orbea,VTT,1,Bon État,-0.4,-800.0,3.3068493150684932
